id,latitude,longitude,name,cuisine,operator,street,city,postcode,housenumber,website,phone,email,type
FnD_id_945470842,46.3664036,11.0324192,Il Glicine,,,Via Fabio Filzi,Cles,38023,17c,,,,restaurant
FnD_id_945470844,46.3651442,11.0359744,Istanbul Kebap & Pizzeria,kebab;pizza,,Via Guglielmo Marconi,Cles,38023,6,,,,fast_food:kebab;pizza
FnD_id_945470857,46.3668066,11.0317157,Piadineria Picasso,piadina;sandwich,,Via Fabio Filzi,Cles,38023,23,http://piadineriapicasso.it,+39 0463 428001,piadineriapicasso@gmail.com,restaurant:piadina;sandwich
FnD_id_945776009,46.3637337,11.0317576,Bar Claudia,,,Via Giambattista Lampi,Cles,38023,34,,,,cafe
FnD_id_946077508,46.3628192,11.0328503,Caffè Grazia,,,Via Alcide Degasperi,Cles,38023,44,,,,cafe
FnD_id_946111807,46.357126,11.0367229,Giordy Caffè,,,,,,,,,,cafe
FnD_id_946228722,46.3601222,11.0311007,Bar Blu,,Ciardi Nicoletta,Viale Alcide de Gasperi,,,66,,,,cafe
FnD_id_946581603,46.4277494,11.6828293,Bar El Zirm,,,,,,,,,,bar
FnD_id_946581637,46.4282785,11.6839431,Ristorante El Filò,,,Strada Dolomites,Pozza di Fassa,38036,103,,,,restaurant
FnD_id_950577478,46.2529542,11.1670783,Ristorante Pizzeria Da Germana,italian,,Via dei Mulini,Roveré della Luna,38030,20,,+39 0461 658546,,restaurant:italian
FnD_id_950814168,46.0676909,11.1217604,Caffè Italia,,Agostini Gabriele & C. SAS,Piazza del Duomo,Trento,38122,7,,,,cafe
FnD_id_955304924,46.014365,11.1325434,Ristorante pizzeria Torrefranca,pizza;indian;italian,,Via Pomeranos,Mattarello,38123,46,https://www.singhrestaurant.it/torre-franca.php,+39 0461 945149,torrefranca@singhrestaurant.it,restaurant:pizza;indian;italian
FnD_id_955954349,45.9193215,10.8605169,Trattoria Belvedere,regional,,Via Filippo Serafini,Arco,38062,2,https://www.trattoriabelvedere.it/,+39 0464 516144,,restaurant:regional
FnD_id_959238746,46.1719283,11.2995512,,,,,,,,,,,cafe
FnD_id_959238760,46.1719028,11.2995682,Baita Alpina,,,,,,,,,,restaurant
FnD_id_959239616,46.1773539,11.167517,Fior Di Bosco,,,,,,,,,,restaurant
FnD_id_959910997,46.0721608,11.1222247,Ristorante Self Via Gazzoletti,italian,Risto3,Via Antonio Gazzoletti,Trento,38122,7,,,,fast_food:italian
FnD_id_959911026,46.0622408,11.1256543,Bar Rosa,,,,,,,,,,cafe
FnD_id_959911033,46.0924869,11.1180428,Benny,pizza,,Via Renato Lunelli,Trento,38121,20,,+39 0461 825594,,fast_food:pizza
FnD_id_959911054,46.0923188,11.1173642,Caffè Onda,,C.M.F.D. S.A.S. di Fini Claudio,Via Renato Lunelli,Trento,38121,54,,,,bar
FnD_id_960809080,46.004358,11.2896875,Al solito Posto,,,,,,,,+39 0461 701713,,cafe
FnD_id_961288197,46.0868032,11.1199163,Willy's Caffè Pub,,,Via Antonio Pranzelores,Trento,38121,46,,+39 0461 090741,,pub
FnD_id_963380711,46.357031,11.028998,Sushi Chen,japanese;chinese;sushi,,Viale Alcide de Gasperi,Cles,38023,106,,+39 0463 600246,,restaurant:japanese;chinese;sushi
FnD_id_963839415,46.0126798,11.2979721,Passaparola,,Pelizzaro Silvana,Via iuseppe Garibaldi,Levico Terme,38056,99,,+39 0461 701802,,restaurant
FnD_id_963849190,46.0090104,11.3118736,Papillon,,,Via Domenico Giannettini,Levico Terme,38056,9,,,,restaurant
FnD_id_963850107,46.0108537,11.3017623,La Vecchia Fontana,,,Piazza Venezia,Levico Terme,38056,5,,+39 0461 706366,,restaurant
FnD_id_963850608,46.006842,11.3047925,El Filò,,,,,,,,,,restaurant
FnD_id_963851255,46.0114625,11.3010669,Nazionale,,,,,,,,,,cafe
FnD_id_963860070,46.0081373,11.2908003,La Cantina,,,,,,,,,,restaurant
FnD_id_964709886,46.1169072,11.0933813,Al Casello,italian;burger,,Via Klagenfurt,,38121,2,https://www.alcasello.com/,+39 0461 1919055,,restaurant:italian;burger
FnD_id_965088970,45.9340044,11.0950623,Pizzeria Jolly,pizza;italian,,Via Cesare Battisti,Calliano,38060,9,http://jollycalliano.it/,+39 0464 835403,,restaurant:pizza;italian
FnD_id_965098828,45.9165637,11.0671133,ACLI bar,,,,,,,,,,bar
FnD_id_969087852,46.0667166,11.1221141,Domo,,,Piazza Adamo d'Arogno,Trento,38122,1,,+39 0461 1416669,domopop.trento@gmail.com,restaurant
FnD_id_969087883,46.068538,11.1201283,PAK-Kebab,kebab,,Piazza Santa Maria Maggiore,Trento,38122,17,,,,fast_food:kebab
FnD_id_972488386,46.2503982,11.1688523,Ziter Hof,,,Piazza Fratelli Bronzetti,,38030,1,,,,cafe
FnD_id_972845373,46.2499044,11.170468,Tiffany,,Piazzi Gabriele,Piazza Unità d'Italia,Roverè della Luna,38030,18,,,,cafe
FnD_id_973022382,46.2161069,11.0883302,Borghetto,,,,,,,,,,restaurant
FnD_id_975288320,46.0686067,11.1213763,Bruschetteria Redoro,,,Via Rodolfo Belenzani,Trento,38122,27,,,,fast_food
FnD_id_975288339,46.074826,11.1187113,Bar Magnani,,Manfredi Felice,Corso Michelangelo Buonarroti,Trento,38122,26,,,,cafe
FnD_id_975288631,46.075964,11.1191367,Bar Chicco d'Oro,,ELLE D'ORO SNC di Li-Quing e C.,Corso Michelangelo Buonarroti,Trento,38122,12/2,,,,bar
FnD_id_976746615,46.0605402,11.1218114,Pizza Roby,pizza,Postal Roberto,Via Monsignor Celestino Endrici,Trento,38122,9,,+39 0461 391530,,fast_food:pizza
FnD_id_976794057,46.0680463,11.1212864,Friendly,kebab;pizza,Mairs S.N.C.,Via Rodolfo Belenzani,Trento,38122,66,,,,fast_food:kebab;pizza
FnD_id_976794123,46.0673304,11.1229589,Speakeasy'28,,Jacopo Divina,Via Carlo Dordi,Trento,38122,21,,+39 0461 081636,,bar
FnD_id_976794325,46.0665159,11.1224587,Poke go,,,Via San Vigilio,Trento,38122,15,,,,restaurant
FnD_id_976794369,46.0681024,11.1212465,Perla Bar,,,Via Rodolfo Belenzani,Trento,38122,60,,+39 0461 141 0166,panificolarcher@hotmail.it,cafe
FnD_id_980771444,45.8897415,11.0406225,De Min,,,Dante Alighieri,Rovereto,38068,6,,,,bar
FnD_id_984550749,46.0713226,11.6217653,Bar al ponte,,,,,,,,,,cafe
FnD_id_990461825,46.0778608,11.1234025,Bar Sport,,,Via del Brennero,Trento,38122,72,,,,cafe
FnD_id_991704085,46.0680377,11.1205662,Ibris Pizzeria e Drink,pizza,,Via Camillo Benso Cavour,Trento,38122,32,,,,restaurant:pizza
FnD_id_991704167,46.067942,11.1206432,Ibris focacce e pizze,pizza,,Via Camillo Benso Cavour,Trento,38122,36,,+39 0461 148 2485,ibrisfocacce@gmail.com,fast_food:pizza
FnD_id_991782724,46.0674504,11.1209592,Caffè Tridente,,,Piazza del Duomo,Trento,38122,31,,+39 0461 260114,,cafe
FnD_id_1005689732,46.0658627,11.1211942,Graziano's,pizza,,Via senatore Carlo Esterle,Trento,38122,9,,,,fast_food:pizza
FnD_id_1005689764,46.0659345,11.121078,Ramen House,ramen,,Via senatore Carlo Esterle,Trento,38122,8,,3463112740,,fast_food:ramen
FnD_id_1023262474,46.2150835,11.1196248,Bar Centrale,,Centrale S.A.S.,Piazza San Gottardo,Mezzocorona,38016,2,,+39 0461 603755,,cafe
FnD_id_1023263517,46.216721,11.1186942,Bar Da Franco,,L. & O. Lavoro e Occupazione,Piazza della Chiesa,Mezzocorona,38016,7,,+39 0461 601014,,cafe
FnD_id_1024789858,45.9185516,10.8860532,Cafè Centrale,,,Via Bruno Galas,,38062,2,,+39 0464 512061,,cafe
FnD_id_1024831047,45.9207721,10.8891817,Il Gatto Nero,,,Via Giovanni Segantini,Arco,38062,12,,,,pub
FnD_id_1045044740,46.0647453,11.1229631,Pizzium,,,Via del Travai,Trento,38122,132,http://www.pizzium.com/,,info@pizzium.com,fast_food
FnD_id_1062772452,46.0671251,11.124586,Essenza,,,Via Calepina,Trento,38122,39,,,,restaurant
FnD_id_1068398323,46.2164386,11.0907132,Per Bacco,,,,,,,,,,restaurant
FnD_id_1068398503,46.2118193,11.0942877,Bar Mary,,Bar Mary SAS,Piazza Pio XII,Mezzolombardo,38017,10,,+39 0461 606029,,cafe
FnD_id_1068411472,46.2157998,11.0881063,Roma,indian;pizza;regional,,Via Garibaldi,Mezzolombardo,38017,100,,,,restaurant:indian;pizza;regional
FnD_id_1071586787,46.1711111,11.1211109,Baldanzini,regional,,,,,,,,,restaurant:regional
FnD_id_1071586827,46.1721299,11.1250013,La Vecchia Sorni,regional,,Piazza dell'Assunta,,,40,,+39 0461 870541,,restaurant:regional
FnD_id_1072504536,46.0113099,11.3013451,La Cantinota,italian;pizza,Montibeller Maurizio,Via Trieste,Levico Terme,38056,1,,+39 0461 711699,,restaurant:italian;pizza
FnD_id_1080452747,46.0059614,11.3049402,BAR Buffet,,,,,,,,,,bar
FnD_id_1098424327,46.319399,10.8367956,Dolce Amaro,,,,,,,,,,cafe
FnD_id_1100084161,46.2681432,11.0361237,Bar Callovi,,,,,,5,,,,cafe
FnD_id_1100566962,46.3072962,10.736846,Delleva Sandro,,Delleva Sandro & C. snc,Via Venezia,Ossana,38026,4,,+39 0463 752523,,bar
FnD_id_1100567055,46.3501094,10.9094855,Cevedale,,La Rocca di Zorzi Fabio,Via IV Novembre,Malé,38027,16,,,,bar
FnD_id_1100567585,46.3525297,10.9124786,Pasticceria Roma,,Caffè Roma S.N.C. di P. Massimo e C.,Piazza Santa Maria Assunta,Malé,38027,3,,,,cafe
FnD_id_1100567903,46.4076516,10.8097661,,,,,,,,,,,bar
FnD_id_1100568256,46.3070829,10.7372721,Antica Osteria,regional,,Via Venezia,,38026,1,http://www.anticaosteriaossana.net,+39 0463 751713,,restaurant:regional
FnD_id_1101757937,46.1085481,11.3027904,Pizzeria Centrale,,,,,,,,,,restaurant
FnD_id_1103418478,46.1172063,11.3632082,Malga Pletzn,,,,,,,,,,restaurant
FnD_id_1103418479,46.1027884,11.3396713,Kaserbisn Hitt,,Cescatti Giordana,Prati Imperiali Alti,Fierozzo - Vlarotz,38050,1,,,kaserbisnhitt@gmail.com,restaurant
FnD_id_1104479488,46.2832098,11.5249909,L'Osteria dela Nona,,,,,,,,,,restaurant
FnD_id_1105959228,45.9156679,10.8784838,Pizzeria Kebab Kejepi,,,Via Frumento,Arco,38062,2,,,,fast_food
FnD_id_1108425608,46.0420421,11.3171368,Maso Vecchio Vetriolo,regional,,Località Vetriolo,Levico Terme,38056,11,,,,restaurant:regional
FnD_id_1110591774,45.9189291,10.8861067,Caffè Contì d'Arco,,Be. Sa. s.r.l.,Piazza Marchetti,Arco,38062,2,https://www.aicontiarco.it/,,,cafe
FnD_id_1111843225,46.0678383,11.2229099,Tobia Cafè,,,Via Tamarisi,Pergine Valsugana,38057,,,,,cafe
FnD_id_1111843247,46.0679336,11.222853,Fuori Orario 2,pizza,Maggipinto R. & C. SNC,Via Tamarisi,Pergine Valsugana,38057,2,,,,fast_food:pizza
FnD_id_1112759378,46.067892,11.2231933,L'Incontro,,Mini S.N.C.,Via Tamarisi,Pergine Valsugana,38057,2,,+39 0461 530630,,cafe
FnD_id_1112898176,46.0904245,11.1171614,Top Bar,,Hilary S.N.C.,Via del Brennero,Trento,38121,320,,,,bar
FnD_id_1112898189,46.0907776,11.1165568,,,,Via del Brennero,Trento,38121,320,,,,bar
FnD_id_1112898194,46.0902962,11.11696,Ciao,,,Via del Brennero,Trento,38121,320,,,,restaurant
FnD_id_1126515130,46.185274,11.0305043,Ristorante Pizzeria Fiore Blu,regional;pizza,,,Cavedago,38010,,,+39 0461 654019,,restaurant:regional;pizza
FnD_id_1127041223,46.1695893,11.0038261,,pizza,,,,,,,,,restaurant:pizza
FnD_id_1129326730,46.0681535,11.1214467,Subway,sandwich,Doctor's Associates Inc.,Via Rodolfo Belenzani,Trento,38122,43,http://w.subway.com/en-IT/,,,fast_food:sandwich
FnD_id_1131515215,46.0572803,11.127976,Bar Michela,,,Viale Verona,Trento,,28,,,,cafe
FnD_id_1135835047,46.2876115,11.4440932,Pizza Shop,pizza,,Via Nazionale,Carano,38033,10,,+393487499271,Lorydef@hotmail.it,fast_food:pizza
FnD_id_1137267025,46.1743405,11.4402491,,,,,,,,,,,cafe
FnD_id_1138738197,46.0721641,11.117452,Welcome India,indian;pizza,Singh Bhupinder,Corso Michelangelo Buonarroti,Trento,38122,56a,http://www.welcomeindia.it/,+39 0461 984255,,restaurant:indian;pizza
FnD_id_1140956935,46.1474638,11.0994051,Kiss Pub,,,Via Nazionale,Lavis,38015,31,,,,pub
FnD_id_1146670345,46.1321728,11.1336409,Pub Moby Dick,,,,,,,,,,bar
FnD_id_1147756663,46.0687513,11.1224948,Forsterbräu Trento,german,,Via Paolo Oss Mazzurana,Trento,38122,38,https://www.forst-trento.it/,+39 0461 235590,fb.trento@forst.it,restaurant:german
FnD_id_1152983998,46.0684098,11.1251594,Bugs,,,Largo Giosuè Carducci,Trento,38122,51,,,bugstrento@gmail.com,bar
FnD_id_1152984020,46.0684294,11.1252249,Il Morso,,,Largo Giosuè Carducci,Trento,38122,55,,,,fast_food
FnD_id_1154395707,45.9084352,11.0404587,Ristorante S.Ilario Pizzeria,pizza,,,,,,,+39 0464 490294,ristorantesantilario@libero.it,restaurant:pizza
FnD_id_1156358255,46.0665429,11.1223407,Pasticceria San Vigilio,,Pisoni L. & C. S.N.C.,Via San Vigilio,Trento,38122,10,,+39 0461 230096,,cafe
FnD_id_1156368143,46.0682596,11.1232081,Pasticceria Bertelli,,ORSO INIZIATIVE S.R.L.,Via Oriola,Trento,38122,29,,,,cafe
FnD_id_1157581747,46.0893275,11.1312224,Bar Gabry,,,,,,,,,,bar
FnD_id_1172385540,46.040466,11.4646872,Trattoria Alpina,,,,,,,,,,cafe
FnD_id_1172385546,46.0430914,11.4606776,,,,Via per Olle,Borgo Valsugana,38051,59,,+39 0461754555,,cafe
FnD_id_1195181144,46.1440561,11.1945644,,,,,,,,,,,bar
FnD_id_1204785293,46.0085347,11.1286032,L'arte della pizza,pizza,,Via Giulio Catoni,Mattarello,38123,39,,+39 0461 944714,,fast_food:pizza
FnD_id_1206327036,46.0766015,11.1240965,Bar Lucky,,,Via del Brennero,Trento,38122,46,,,,cafe
FnD_id_1211103522,46.4200611,11.6718773,Bar Bianco,coffee_shop,,,,,,,,,cafe:coffee_shop
FnD_id_1211136673,46.0683935,11.1188135,Tàstiko,,Meattel S.R.L.,Piazza Santa Maria Maggiore,Trento,38122,34,http://www.tastiko.it/,,info@tastiko.it,restaurant
FnD_id_1212207472,46.1560805,11.0803946,La Vecchia Zambana,indian;pizza,,Via per Zambana,Terre d'Adige,38010,14,https://lavecchiazambana.it/,+39 0461 172 1160,,restaurant:indian;pizza
FnD_id_1220020567,46.0722209,11.1234453,Caffè Al Tempo Perso,,,Via Francesco Petrarca,Trento,38122,32/1,,,,cafe
FnD_id_1220020603,46.0663863,11.1229993,Ai Castelli Romani,regional,,Via Santissima Trinitá,Trento,38122,9,,,,fast_food:regional
FnD_id_1220020624,46.0663928,11.1230461,Soul Kitchen Bistrot,,Soul Kitchen S.r.l.s.,Via Santissima Trinitá,Trento,38122,11,https://soulkitchenbistrot.it/,,soulkitchensrls@gmail.com,fast_food
FnD_id_1224361201,46.0604299,11.24141,,chicken,,Piazza Mario Garbari,Pergine Valsugana,38057,13,,,,fast_food:chicken
FnD_id_1224415785,46.4284886,11.6841192,Bar Re Laurino,,Anna Maria Czaplicka,Strada Dolomites,Pozza di Fassa,38036,105,,,,bar
FnD_id_1226695010,46.086001,11.1195756,Da Andrea,pizza,A. & G. SNC,Via Antonio Pranzelores,Trento,38121,80,,+39 0461 828282,,fast_food:pizza
FnD_id_1227194701,46.2379438,11.0300918,Ristorante Nardelli,,,,Sporminore,38010,,,,,restaurant
FnD_id_1227194749,46.2369822,11.0311198,Top Gun,,,,Sporminore,38010,,,,,cafe
FnD_id_1227195165,46.2380978,11.0306302,Agritur Sandro,regional,Formolo Matteo,Via Maron,Sporminore,38010,6,http://www.agritursandro.it,+39 0461 641093,info@agritursandro.it,restaurant:regional
FnD_id_1228464461,46.4294616,11.6854527,,breton,,Strada Dolomites,Pozza di Fassa,38036,135,,,,restaurant:breton
FnD_id_1229166759,46.4300746,11.6887936,Pizza Asporto,pizza,,Strada de Meida,Pozza di Fassa,38036,32,,,,restaurant:pizza
FnD_id_1230287511,46.435889,11.69011,Pizzeria Da Salin,pizza,,Strada Dolomites,Pozza di Fassa,38036,169,,,,restaurant:pizza
FnD_id_1230713773,46.4297885,11.6922296,Bar Jodler,,,Strada de Meida,Pozza di Fassa,38036,112,,,,bar
FnD_id_1230713777,46.4292795,11.6944569,Bar Meeting,,,Strada de Meida,Pozza di Fassa,38036,16,,,,bar
FnD_id_1230861638,46.3525463,11.4840643,Malga Varena,regional,,,,,,https://www.malgavarena.it/,,info@malgavarena.it,restaurant:regional
FnD_id_1246694600,46.0896734,11.1154352,Il Magnete,,,Passaggio Benvenuto Maria Disertori,Trento,38121,26,,,,fast_food
FnD_id_1246694623,46.0900502,11.115548,Nord Cafè,,,,,,,,,,restaurant
FnD_id_1256745268,46.4273725,11.686742,Do Vea,italian,,,,,,,,,restaurant:italian
FnD_id_1257221027,46.2921141,11.4586229,Cheers,,,,,,,,,,bar
FnD_id_1257221143,46.2929403,11.4558212,Pizza Take Away,,,,,,,,,,fast_food
FnD_id_1257221199,46.2925262,11.4587886,Hotel La Stua,italian,,Via Balderoni,,,2,,+39 0462 340235,info@hotellastua.com,restaurant:italian
FnD_id_1260048060,46.0547115,10.9674908,Castel Toblino,italian,,,,,,https://www.casteltoblino.com/,+39 0461 864036,,restaurant:italian
FnD_id_1263209698,46.2913035,11.4605887,Bar Canton,,Battisti Bruno,Via Unterberger,Cavalese,38033,2,,,,pub
FnD_id_1264896532,46.0637987,11.130906,Bar Style,,,Via Milano,Trento,38122,59,,,,bar
FnD_id_1264896565,46.0611277,11.1284655,Al Gusto,italian,La cucina di Corrado,Via Milano,Trento,38122,80,,,,restaurant:italian
FnD_id_1264896580,46.0638644,11.1306056,Pizza & Pizza,pizza,Plaku Tomor,Via San Bernardino,Trento,38122,24,http://pizzaepizza.altervista.org,+39 0461 262095,pizzaepizzainfo@yahoo.it,fast_food:pizza
FnD_id_1270294813,46.0680752,11.117216,Fuoricorso,,,Via Tommaso Gar,Trento,38122,23,,,,bar
FnD_id_1271576468,46.2992282,11.0308909,Centrale,regional;pizza,,Via Nazionale,Flavon,38093,37,http://www.garnivecchiocomune.com/?ssez=ristorante,+39 0461 652178,info@garnivecchiocomune.com,restaurant:regional;pizza
FnD_id_1272515297,46.0520934,10.854002,Caffe Centrale,,,,,,,,,,cafe
FnD_id_1277721801,46.2989358,11.0690985,La Parra,,,,,,,,,,restaurant
FnD_id_1277972326,46.3612329,10.943645,Bicigrill,,,,,,,,,,cafe
FnD_id_1279641998,46.1939602,11.1324816,Al turista,,Zeni Giorgio,Via Brennero,San Michele all'Adige,38098,32,,+39 0461 650540,,bar
FnD_id_1289151753,46.1977018,11.1252121,Bar Andreis,,,,,,,,,,cafe
FnD_id_1290442673,46.066681,11.1184607,Caffè Verdi,,,Via Giuseppe Verdi,Trento,38122,31,,+39 0461 984465,,bar
FnD_id_1290442827,46.0666025,11.1178027,Flower Burger,burger,Furie S.R.L,Via Giuseppe Verdi,Trento,38122,19,https://www.flowerburger.it/negozi/flower-burger-trento/,+39 0461 1489303,flowerburgertrento@gmail.com,restaurant:burger
FnD_id_1293797377,45.9290605,11.0708972,Bar La Caneva,,,,,,,,,,bar
FnD_id_1293801967,45.9287295,11.0716901,Ristorante Pizzeria Il Barone,italian;pizza,,,,,,,,,restaurant:italian;pizza
FnD_id_1293893598,46.0707024,11.1230556,BarConad,sandwich;breakfast;coffee_shop,,Via Torre Verde,Trento,38122,20,,,,bar:sandwich;breakfast;coffee_shop
FnD_id_1297477234,46.1081612,11.1120203,Bar alle Scale,,,Via Marco Pola,,38121,4,,,,cafe
FnD_id_1297477299,46.1084826,11.1119457,Bar Savoia,,,,,,,,,,cafe
FnD_id_1300215299,46.0707916,11.1246505,La Quinta del Sordo,,Sara Andrei & C SNC,Via del Suffragio,Trento,38122,86,https://www.laquintadelsordo.com/,+39 0461 1594748,laquintadelsordotrento@gmail.com,bar
FnD_id_1302018429,45.8852002,10.8397078,Pizzeria La Leonessa,italian,,,,,,,,,restaurant:italian
FnD_id_1306891462,45.9348643,10.8200035,Bar Chiosco Lago di Tenno,,,,,38060,,,+39 340 1518947,,fast_food
FnD_id_1308041322,45.8771102,10.9338068,"Ristorante Birreria ""Al Giardino""",italian,,Viale al Castello,Pannone,38065,19,http://www.facebook.com/pages/Ristorante-Birreria-AL-GIARDINO/313491748838?sk=info,+39 0464 803021,,restaurant:italian
FnD_id_1308870011,46.1515833,11.0963404,,,,,,,,,,,bar
FnD_id_1309442322,46.0933271,11.1178599,Bar Smile,,,,,,,,,,bar
FnD_id_1311009225,46.0577322,11.1323908,Medaglie d'Oro,,,Largo Medaglie d'Oro,Trento,38122,,,,,cafe
FnD_id_1312818573,46.0657958,11.1230007,Nunu’s,,,Via Giuseppe Mazzini,Trento,38122,33,,,,restaurant
FnD_id_1313709051,46.0682366,11.122975,La Ÿogurteria,yogurt;bubble_tea,,Via Oriola,Trento,38122,13,,,,fast_food:yogurt;bubble_tea
FnD_id_1313709067,46.0677199,11.1241231,Piadimania,,,Vicolo delle Rogge,Trento,38122,1,,+39 329 8597519,,fast_food
FnD_id_1326291299,46.2866322,10.739933,ristorante Malga valpiana,regional,,,,,,,,,restaurant:regional
FnD_id_1326513297,46.0699136,11.1189125,Joyce,,,Via Torre Vanga,Trento,38122,2,http://www.joycetrento.com/,+39 0461 231728,info@joycetrento.com,bar
FnD_id_1331576651,46.0066628,11.1276685,Caffè Al Centro,,,,,,,,,,cafe
FnD_id_1331577082,46.0213467,11.1498623,Ristorante Pizzeria Rosalpina,italian,,Via Pianizza,Villazzano,38123,25,http://www.pizzeriarosalpina.com,+39 0461 920131,mauro.piccoli@tin.it,restaurant:italian
FnD_id_1336725512,46.2058725,10.8186606,Fogajard,italian,,,,,,https://www.chaletfogajard.it/it/ristorante-fogajard,+39 0465 442619,info@chaletfogajard.it,restaurant:italian
FnD_id_1338487762,45.9613895,10.9103961,Lo Sfizio,pizza;kebab,,Piazza de la Repubblica,Dro,38074,15,,,,fast_food:pizza;kebab
FnD_id_1338487763,45.9611316,10.9101537,Café Centrale,,,,,,,,,,cafe
FnD_id_1338518084,46.1753568,11.8312074,Isola Bar,,,,,,,,,,bar
FnD_id_1338518087,46.1801748,11.8305685,at,sandwich;coffee_shop;ice_cream;barbecue,,Via San Francesco,,38054,71,,,,bar:sandwich;coffee_shop;ice_cream;barbecue
FnD_id_1338518096,46.1757403,11.8282464,Caffé Vittoria,,,Piazza Negrelli,Fiera di Primiero,,17,,,,cafe
FnD_id_1346728769,46.1679123,11.1145698,Bar Moser,,,,,,,,,,bar
FnD_id_1348333277,46.3098266,10.7637421,Bicigrill,,,,,,,,,,bar
FnD_id_1350658039,46.1278938,11.1094114,Officina Gambrinus,pizza;regional,Magnago Andrea,Via Alto Adige,Gardolo,38121,164b,http://www.officinagambrinus.com/,+39 0461 993261,,restaurant:pizza;regional
FnD_id_1350658043,45.8574232,11.0014772,Ristorante lounge bar Indovino,,,,,,,,,,restaurant
FnD_id_1354486693,46.3096745,10.7604664,Bar sport,,,,,,,,,,cafe
FnD_id_1354486694,46.3097687,10.7607194,Bar Centrale,,,,,,,,,,bar
FnD_id_1357187709,46.0559797,10.8834757,Asterix,,,,,,,,,,restaurant
FnD_id_1357188733,46.0768716,10.9081893,,,,,,,,,,,cafe
FnD_id_1359517899,46.0221666,11.3660234,Bar Paolo,,,,,,,,,,cafe
FnD_id_1362647005,46.1846342,11.0297118,Agritur Alpino,regional,,,,,,,,,restaurant:regional
FnD_id_1362647037,46.1862383,11.0311268,Ristorante Viola,,,,,,,,,,restaurant
FnD_id_1362787078,46.2094624,11.0931877,Bar Stella,,,,,,,,,,cafe
FnD_id_1363980702,46.0717222,11.0596328,Revolta Cafe,,,Via di Revolta,Sopramonte,38123,17,https://business.facebook.com/revoltacafe/?business_id=129131562612324,,,cafe
FnD_id_1364971578,46.0391807,11.0570916,Bond One,pizza;regional,,Strada di Vason,Trento,38123,110,,,,restaurant:pizza;regional
FnD_id_1366734598,45.8900443,11.0399597,al Silenzio,italian,,Borgo Santa Caterina,Rovereto,38068,9c,,+39 0464 422476,,fast_food:italian
FnD_id_1366734620,45.8900964,11.0399096,Bar Miami,,,Via Fontana,Rovereto,38068,1,,,,bar
FnD_id_1366753189,45.896613,11.0286471,Circolo Operaio San Giorgio,,,,,,,,,,bar
FnD_id_1366770285,45.9193948,10.8861295,Caffè Trentino,,Donegani Carlo & C. s.a.s.,Piazza III Novembre,Arco,38062,1,,,,cafe
FnD_id_1366801089,46.0695117,11.1266406,Bella 'mbriana,pizza,,Via Livio Marchetti,Trento,38122,11,http://ristoranteterramia.eu/pizzeria-bella-mbriana/,+39 0461 985653,terramiaristorante@hotmail.com,restaurant:pizza
FnD_id_1366801107,46.0700878,11.1249374,La Cantinota,italian;regional,,Via San Marco,Trento,38122,22,,,,restaurant:italian;regional
FnD_id_1366801129,46.0700674,11.1246319,Bar La vie en rose,,,Via San Marco,Trento,38122,8,,+39 0461 090624,,bar
FnD_id_1366801131,46.0704285,11.1247345,New Pinsa - Takeaway Gourmet,pizza,,Via del Suffragio,Trento,38122,81,https://www.newpinsa.it/,+39 0461 521451,newpinsa@gmail.com,fast_food:pizza
FnD_id_1367888812,46.0729934,11.1265059,Bookique,,,Via Torre D'Augusto,Trento,38122,29,http://www.bookique.org/,,bookique@gmail.com,bar
FnD_id_1368265102,45.9168711,11.0693211,bar Vienna,,,,,,,,,,cafe
FnD_id_1368265115,45.9178284,11.0686083,Bar Shell,,,,,,,,,,cafe
FnD_id_1368718996,45.9168293,11.0581175,Pasticceria Dario,ice_cream,Mahdi SAS,Via Europa,Volano,38060,2a,,+39 0461 411426,,cafe:ice_cream
FnD_id_1369533422,46.0670225,11.1245191,Tipico,,,Via Calepina,Trento,38122,28,,,,restaurant
FnD_id_1371175937,46.050946,11.0723553,Birreria 3 tre,,,,,,,,,,pub
FnD_id_1371175943,46.0521832,11.0724316,La Bella Vita,,,,,,,,,,cafe
FnD_id_1371177750,46.0690501,11.0566646,Le tre cime del Bondone,pizza;regional,,,,,,,,,restaurant:pizza;regional
FnD_id_1373698251,45.8861903,10.8420818,Cafe Italia,,,,,38066,,,,,cafe
FnD_id_1374527877,46.0706746,11.1119545,Cin Cin,,,,,,,,,,cafe
FnD_id_1374736087,45.9166717,11.0636783,Bar Sport,,,Via 3 Novembre,Volano,,,,,,bar
FnD_id_1374813273,45.884284,11.0686961,Circolo ENAL,,,Via Fontani,Rovereto,38068,27,,,,bar
FnD_id_1381612087,46.1792341,11.0702879,Bar Locanda Centrale,,,,,,,,,,cafe
FnD_id_1381612274,46.1771822,11.0530255,,,,,,,,,,,restaurant
FnD_id_1381612345,46.1793365,11.0704343,Ristorante Pizzeria Agostini,pizza;regional,,Piazza Italia Unita,,38010,16,https://www.bbagostini.com,+39 0461 583 301,info.bbagostini@gmail.com,restaurant:pizza;regional
FnD_id_1381695112,45.8908538,11.153888,Bar Centrale,,,,,,,,,,bar
FnD_id_1384747882,46.217912,11.0481067,Bar Posta,,,Piazza di Fiera,,38010,6,,,,cafe
FnD_id_1384851671,45.8681173,10.8770881,Caffe Bellavista,,,,,,,,,,cafe
