id;name;longitude;latitude;geometry
7544977931;Grotta del colera;11.1611264;46.406248;POINT (11.1611264 46.406248)
7577227719;Unnamed;10.9054981;45.8813265;POINT (10.9054981 45.8813265)
7660985383;Unnamed;10.8439048;45.7261693;POINT (10.8439048 45.7261693)
7660985384;Unnamed;10.8441803;45.7265427;POINT (10.8441803 45.7265427)
7677686775;Grotta all'Adige;10.9986738;45.8378645;POINT (10.9986738 45.8378645)
7881117381;Bus de la Giacia;11.7133135;46.4725098;POINT (11.7133135 46.4725098)
8010399575;Sorgente Masere;10.9342943;46.0593893;POINT (10.9342943 46.0593893)
8066052039;Coel;10.901735;45.9658912;POINT (10.901735 45.9658912)
8071977660;Unnamed;11.0679464;45.793237;POINT (11.0679464 45.793237)
8145311981;Abisso di Val del Parol;10.8995781;45.8210683;POINT (10.8995781 45.8210683)
8164698080;Rifugio antiaereo;10.9593869;46.0666579;POINT (10.9593869 46.0666579)
8516069987;Unnamed;11.4529489;46.0431681;POINT (11.4529489 46.0431681)
8554017004;Unnamed;10.9917755;46.0710549;POINT (10.9917755 46.0710549)
8567017244;Sanbastian;11.0725799;46.2366726;POINT (11.0725799 46.2366726)
8567017254;Unnamed;11.0660782;46.2353368;POINT (11.0660782 46.2353368)
8567017255;Unnamed;11.0660461;46.2352756;POINT (11.0660461 46.2352756)
8583360081;Unnamed;10.9918242;46.0709336;POINT (10.9918242 46.0709336)
8638083266;Busoni di Perobia;11.0687256;45.7552353;POINT (11.0687256 45.7552353)
8810704412;Crepa alle Daine;10.8976249;45.8670917;POINT (10.8976249 45.8670917)
8841258234;Galleria Lamarmora;10.7197329;45.896551;POINT (10.7197329 45.896551)
8863861556;Unnamed;11.0721058;46.1047587;POINT (11.0721058 46.1047587)
8901959086;Unnamed;10.780816;45.8714195;POINT (10.780816 45.8714195)
8947028124;Unnamed;10.6441365;45.9623761;POINT (10.6441365 45.9623761)
8952104327;Unnamed;10.6292318;46.3465445;POINT (10.6292318 46.3465445)
8952106863;Unnamed;10.627935;46.3507035;POINT (10.627935 46.3507035)
9007788179;Unnamed;11.5477949;46.0526553;POINT (11.5477949 46.0526553)
9028096356;Unnamed;10.8683037;45.8797341;POINT (10.8683037 45.8797341)
9031474523;Unnamed;10.8978;45.9327093;POINT (10.8978 45.9327093)
9031474524;Unnamed;10.8978412;45.9327235;POINT (10.8978412 45.9327235)
9031474525;Unnamed;10.8978694;45.932734;POINT (10.8978694 45.932734)
9031474526;Unnamed;10.8978939;45.9327438;POINT (10.8978939 45.9327438)
9090357459;Cave Basse;10.9049864;45.9312976;POINT (10.9049864 45.9312976)
9090357460;Cave Medie;10.9063865;45.9333925;POINT (10.9063865 45.9333925)
9090357461;Cave Alte;10.9067375;45.9351503;POINT (10.9067375 45.9351503)
9148553503;Unnamed;10.828089;45.9343269;POINT (10.828089 45.9343269)
9316508996;Unnamed;10.6421806;46.3465091;POINT (10.6421806 46.3465091)
9569396011;Unnamed;10.9866758;45.7869525;POINT (10.9866758 45.7869525)
9580151044;Stoi;11.0773076;46.0764656;POINT (11.0773076 46.0764656)
9795102995;Unnamed;11.1442796;46.0968505;POINT (11.1442796 46.0968505)
9881424933;Unnamed;11.5705828;46.1147313;POINT (11.5705828 46.1147313)
9881453236;Unnamed;11.5710882;46.1144942;POINT (11.5710882 46.1144942)
9881457498;Unnamed;11.5708076;46.1145532;POINT (11.5708076 46.1145532)
9881457499;Unnamed;11.5705701;46.1147631;POINT (11.5705701 46.1147631)
9881481572;Unnamed;11.5699568;46.1138998;POINT (11.5699568 46.1138998)
9881482614;Unnamed;11.5701406;46.1141164;POINT (11.5701406 46.1141164)
9881483474;Unnamed;11.5705101;46.1144738;POINT (11.5705101 46.1144738)
9881484646;Unnamed;11.5706826;46.1145886;POINT (11.5706826 46.1145886)
9881486490;Unnamed;11.5703957;46.1145391;POINT (11.5703957 46.1145391)
9881487448;Unnamed;11.5699188;46.1139443;POINT (11.5699188 46.1139443)
9882754837;Unnamed;11.5699401;46.1142728;POINT (11.5699401 46.1142728)
9918665527;Grotta dell'eremita;10.9975825;46.0644376;POINT (10.9975825 46.0644376)
9958994170;Grotta Cesare Battisti;11.0482688;46.1470523;POINT (11.0482688 46.1470523)
9974436874;Grotta di Guisse;10.8869225;45.8742678;POINT (10.8869225 45.8742678)
9974436875;La Camereta;10.886496;45.8739466;POINT (10.886496 45.8739466)
9974467254;Grotta Bianca Bini;10.8992722;45.8688154;POINT (10.8992722 45.8688154)
9974467255;Grotta I° della Spurga;10.8990684;45.8672801;POINT (10.8990684 45.8672801)
9974467263;Crepa del Lago;10.9170433;45.870724;POINT (10.9170433 45.870724)
9974467264;Bus de la Vecia del Grom;10.9276404;45.8771678;POINT (10.9276404 45.8771678)
9974489953;Grotta del Colodri;10.8883731;45.9281306;POINT (10.8883731 45.9281306)
9974489954;Grotta delle radici;10.9103993;45.9376157;POINT (10.9103993 45.9376157)
9974489955;Caverna dei traditori;10.9103368;45.937608;POINT (10.9103368 45.937608)
9974489956;Grotta Pianaùra;10.9095972;45.9364642;POINT (10.9095972 45.9364642)
9974500475;Buco del Trapano Selvaggio;10.8658802;45.9914496;POINT (10.8658802 45.9914496)
9974500476;Grotta della Botte;10.8705948;45.9815317;POINT (10.8705948 45.9815317)
9974500477;Crepa di Cengia Grande;10.8687113;45.9757616;POINT (10.8687113 45.9757616)
9974500478;Grotta 6 di Val Lomasona;10.8544201;45.9851897;POINT (10.8544201 45.9851897)
9974500479;Grotta 7 di Val Lomasona;10.854429;45.9847883;POINT (10.854429 45.9847883)
9974500480;Grotta 8 di Val Lomasona;10.8543186;45.9843409;POINT (10.8543186 45.9843409)
9974531258;Arca glaciale di Treni;10.8517062;45.9426052;POINT (10.8517062 45.9426052)
9974538126;Covelo sopra Le Giare;10.9120294;45.9400502;POINT (10.9120294 45.9400502)
9974552138;Grotta IV alle Fontane;10.8851854;45.945379;POINT (10.8851854 45.945379)
9974552139;Grotta alle Fontane;10.8847723;45.9451291;POINT (10.8847723 45.9451291)
9974552140;Grotta II alle Fontane;10.8849732;45.9452017;POINT (10.8849732 45.9452017)
9974552141;Grotta III alle Fontane;10.8851152;45.9452893;POINT (10.8851152 45.9452893)
9974552145;Coel de Mandrea;10.8817778;45.9477793;POINT (10.8817778 45.9477793)
9974555949;Pozzo del Monte Misone;10.8305539;45.9655108;POINT (10.8305539 45.9655108)
9974568670;Grotta di Tremalzo;10.6921929;45.8380805;POINT (10.6921929 45.8380805)
9974573235;Caverna di Biacesa;10.8208106;45.8650333;POINT (10.8208106 45.8650333)
9974576303;Bus de l' Avel;10.7129269;45.9142924;POINT (10.7129269 45.9142924)
9974578883;Caverna Massangla;10.6757712;45.9097779;POINT (10.6757712 45.9097779)
9974579165;Spluga de Romal;10.6755291;45.8766355;POINT (10.6755291 45.8766355)
9974579166;Pozzo ai Calippi;10.676661;45.900137;POINT (10.676661 45.900137)
9974579167;Caverna alle Caldere;10.69039;45.9050178;POINT (10.69039 45.9050178)
9974579168;Pozzo Val dell' Acqua;10.6862708;45.9036329;POINT (10.6862708 45.9036329)
9974584523;Pozzo Taia Nova;10.7744928;45.8912059;POINT (10.7744928 45.8912059)
9974584527;Coel de Tane;10.7726099;45.8922887;POINT (10.7726099 45.8922887)
9974587334;Caverna in località Orzer;10.6660931;45.9165004;POINT (10.6660931 45.9165004)
9974588075;Risorgenza Albanella;10.9327598;45.9678612;POINT (10.9327598 45.9678612)
9974588076;Caverna dei rifiuti;10.9404242;45.9668009;POINT (10.9404242 45.9668009)
9974591571;Pozzo Monte Plagna;10.6929099;45.8950496;POINT (10.6929099 45.8950496)
9974591572;Bus a la Gola;10.6942564;45.8944187;POINT (10.6942564 45.8944187)
9974591573;Covelo presso Bus a la Gola;10.6956351;45.8951579;POINT (10.6956351 45.8951579)
9974591574;Caverna della reginella;10.6867838;45.8874272;POINT (10.6867838 45.8874272)
9974593268;Bus ai Prati del Monte;10.6534582;45.849818;POINT (10.6534582 45.849818)
9974606908;Pozzo di Maina;10.6315502;45.888527;POINT (10.6315502 45.888527)
9974620286;Bus del Mughé;10.6919443;45.845114;POINT (10.6919443 45.845114)
9974625674;Bus de l'orco;10.8764145;45.969786;POINT (10.8764145 45.969786)
9974629918;Grotta dell'Angione;10.9073167;45.9762724;POINT (10.9073167 45.9762724)
9974644428;Caverna di San Giovanni;10.888351;45.9743331;POINT (10.888351 45.9743331)
9974703325;Grotta delle Crepe;10.9717585;46.0157557;POINT (10.9717585 46.0157557)
9974703326;Crepa del Santuario;10.9707822;46.0142655;POINT (10.9707822 46.0142655)
9974703327;La Cosina;10.9755163;46.009519;POINT (10.9755163 46.009519)
9974734399;Lora II di Terlago;11.0549873;46.09317;POINT (11.0549873 46.09317)
9974734400;Lora III di Terlago;11.0551161;46.093356;POINT (11.0551161 46.093356)
9974734401;Lora I di Terlago;11.0524501;46.0910485;POINT (11.0524501 46.0910485)
9974734402;Lora IV di Terlago;11.0577038;46.0998578;POINT (11.0577038 46.0998578)
9974742848;Caverna Strengiador;11.0122477;46.0369435;POINT (11.0122477 46.0369435)
9974762098;Crepa Camillo;11.035287;46.0905504;POINT (11.035287 46.0905504)
9974763940;Pozzo del Lago Santo;11.0591614;46.1224384;POINT (11.0591614 46.1224384)
9974774898;Bocca della Cengia;11.0899736;46.0806458;POINT (11.0899736 46.0806458)
9974775146;Caverna Gocciadoro;11.1374054;46.0558182;POINT (11.1374054 46.0558182)
9974777196;Le Spurghe I;10.9973945;45.8744836;POINT (10.9973945 45.8744836)
9974777197;Bus del Mossano;11.0032054;45.8737655;POINT (11.0032054 45.8737655)
9974784735;Bus de la Volp;10.943619;45.8363755;POINT (10.943619 45.8363755)
9974785165;Grotta de la Poza de Mez;10.9225798;45.8885497;POINT (10.9225798 45.8885497)
9974785166;Bus dei Cavici;10.9218664;45.8888932;POINT (10.9218664 45.8888932)
9974785167;Caverna 1° di Narango;10.9213085;45.8889977;POINT (10.9213085 45.8889977)
9974785168;Caverna 2° di Narango;10.9206111;45.8890127;POINT (10.9206111 45.8890127)
9974787187;Pozzo Biaena;10.9693104;45.8821135;POINT (10.9693104 45.8821135)
9974795152;Grotta di Castelcorno;10.991432;45.8893298;POINT (10.991432 45.8893298)
9974802037;Bus de Trani;10.9922842;45.8299251;POINT (10.9922842 45.8299251)
9974802038;Bus de le vaschette;10.9922547;45.8298859;POINT (10.9922547 45.8298859)
9974806530;Buco 3° di Tierno;10.9701587;45.8484989;POINT (10.9701587 45.8484989)
9974812338;Grotta de le Gozze;10.8940665;45.859242;POINT (10.8940665 45.859242)
9974812340;Pozzo Val del diavolo;10.9619191;45.9259454;POINT (10.9619191 45.9259454)
9974816630;Bus de le Guane;11.023555;45.9422469;POINT (11.023555 45.9422469)
9990545384;Grotta-galleria Doss de la Torta;10.7598376;45.9661712;POINT (10.7598376 45.9661712)
10199777058;Pozzo Beccaria;10.9144188;45.7645133;POINT (10.9144188 45.7645133)
10219802221;Unnamed;11.3104112;45.9450942;POINT (11.3104112 45.9450942)
10244321259;Stoli;11.8045149;46.1558973;POINT (11.8045149 46.1558973)
10709326272;Grotta del Colo;11.6150992;46.0893491;POINT (11.6150992 46.0893491)
10819094881;Unnamed;10.9009583;45.9642764;POINT (10.9009583 45.9642764)
10856271960;Unnamed;11.1230172;45.8122028;POINT (11.1230172 45.8122028)
10856271969;Ingresso superiore gallerie Corno Battisti;11.1232162;45.8122353;POINT (11.1232162 45.8122353)
10878161232;Stoi;11.1421564;46.0985664;POINT (11.1421564 46.0985664)
10913111178;Unnamed;10.7002277;45.8678195;POINT (10.7002277 45.8678195)
11218204107;Grotta del Colombo;10.9603547;45.8503969;POINT (10.9603547 45.8503969)
11226962565;Unnamed;10.7295591;45.879348;POINT (10.7295591 45.879348)
11307427146;Unnamed;11.0219296;45.7198938;POINT (11.0219296 45.7198938)
11385475542;Unnamed;10.9484634;46.1620824;POINT (10.9484634 46.1620824)
11389602795;Unnamed;10.9364389;45.8720575;POINT (10.9364389 45.8720575)
11510012267;Unnamed;10.8209164;45.8632684;POINT (10.8209164 45.8632684)
11530620158;Unnamed;11.2488131;46.0980391;POINT (11.2488131 46.0980391)
11581599614;Grotta Coronaccia;11.1437803;46.454764;POINT (11.1437803 46.454764)
11739726878;Unnamed;11.1261517;46.1064202;POINT (11.1261517 46.1064202)
11865825041;Bus dei Ascari;11.183698;46.0764835;POINT (11.183698 46.0764835)
11897150469;Unnamed;10.7484645;45.8692841;POINT (10.7484645 45.8692841)
11985797575;Unnamed;11.1342359;45.7028076;POINT (11.1342359 45.7028076)
12087617406;Bus del Lupo;10.9279439;46.1575188;POINT (10.9279439 46.1575188)
12093059821;Unnamed;10.6011295;46.2532858;POINT (10.6011295 46.2532858)
12093061624;Unnamed;10.6008712;46.2529096;POINT (10.6008712 46.2529096)
12123977435;Piccola grotta;10.9391402;45.8295445;POINT (10.9391402 45.8295445)
12124039308;Piccola grotta;10.9338655;45.8333039;POINT (10.9338655 45.8333039)
12176582581;Unnamed;10.9742152;45.816664;POINT (10.9742152 45.816664)
12201099136;Unnamed;10.9995798;45.8099692;POINT (10.9995798 45.8099692)
12343577692;Unnamed;11.5582841;46.0314324;POINT (11.5582841 46.0314324)
12396413367;Unnamed;10.9694275;45.8666453;POINT (10.9694275 45.8666453)
12419203640;Abisso del Laresot;10.9014084;46.1393654;POINT (10.9014084 46.1393654)
12531973580;Osservatorio colonnello Orso;10.7192354;45.890489;POINT (10.7192354 45.890489)
12535936803;Livable cave during heatwaves.;10.9194848;46.2069321;POINT (10.9194848 46.2069321)
