id;name;latitude;longitude;geometry;memorial_type;inscription;type
6021774388;Castello di Mostizzolo;46.3939367;11.0141545;POINT (11.0141545 46.3939367);;;
6090239908;Unnamed;46.2164418;11.1180186;POINT (11.1180186 46.2164418);;;
6091059026;Monumento ai caduti di Dimaro e Carciato;46.3263274;10.8762324;POINT (10.8762324 46.3263274);war_memorial;;memorialwar_memorial
6091068389;Monumento ai caduti;46.3219421;10.8720387;POINT (10.8720387 46.3219421);war_memorial;;memorialwar_memorial
6092537711;Unnamed;46.3258522;10.8745379;POINT (10.8745379 46.3258522);plaque;Qui dove nacque viva perenne la memoria di Giovanni Serra che alla cura delle malattie dei tropici dedicò studio e fatiche Dimaro 8.1.1894 Modena 2.10.1959 il Comune pose nel 1983;memorialplaque
6105527131;Monumento ai Caduti della Prima Guerra Mondiale;46.2369393;10.5812434;POINT (10.5812434 46.2369393);;;
6106678877;Monumento ai caduti di Agnedo;46.0512365;11.5303107;POINT (11.5303107 46.0512365);war_memorial;;memorialwar_memorial
6124676295;Monumento ai caduti;46.0439904;11.5506206;POINT (11.5506206 46.0439904);;;
6184192633;Unnamed;46.375437;11.0760534;POINT (11.0760534 46.375437);;;
6239423185;Unnamed;46.0062084;11.1281356;POINT (11.1281356 46.0062084);;;
6239423186;Unnamed;46.0062452;11.1281564;POINT (11.1281564 46.0062452);;;
6239423190;Don Dario Trentini;46.0064671;11.1277695;POINT (11.1277695 46.0064671);;;
6263951899;DUKW 25 MIA Americans 1945;45.8695117;10.8748777;POINT (10.8748777 45.8695117);stele;;memorialstele
6263951900;Col. William O. Darby;45.8695757;10.8749428;POINT (10.8749428 45.8695757);stele;;memorialstele
6304404726;Ai combattenti del XXIX° Reparto d'Assalto - 23/5/1918;45.8237311;11.052672;POINT (11.052672 45.8237311);yes;"AI COMBATTENTI 
DEL XXIX°
REPARTO D'ASSALTO
CHE QUI CADDERO
IL 23 - 5 - 1918";memorialyes
6341426155;Unnamed;46.141536;10.9652232;POINT (10.9652232 46.141536);;;
6534666053;Unnamed;45.8230859;10.9826348;POINT (10.9826348 45.8230859);plaque;1703 - 2003 Da qui passarono i francesi;memorialplaque
6604430824;Unnamed;45.9270165;10.8914006;POINT (10.8914006 45.9270165);;;
6611503195;Unnamed;46.3273616;10.7061037;POINT (10.7061037 46.3273616);plaque;Questa la casa avita di Giacomo Matteotti propugnò i diritti dei lavoratori affrontando consapevole il martirio oggi nel mondo intero simbolo di giustizia sociale e di libertà;memorialplaque
6620387292;Lon ai suoi caduti;46.0844752;10.9932699;POINT (10.9932699 46.0844752);war_memorial;;memorialwar_memorial
6634749766;Sito Ritrovamento Alpino;46.4011465;11.7919329;POINT (11.7919329 46.4011465);;;
6704376050;Unnamed;46.2813322;10.580416;POINT (10.580416 46.2813322);stone;AI CADUTI DELL'ALBIOLO E DELLA CADI';memorialstone
6724217636;Unnamed;46.0064892;11.1635562;POINT (11.1635562 46.0064892);war_memorial;A RICORDO / DEI SOLDATI / DEL 61° REGGIMENTO FANTERIA BRIGATA SICILIA / CHE QUI CADDERO COMBATTENDO / IL 25 LUGLIO 1866 / PER LA REDENZIONE DI TRENTO / I TRENTINI FINALMENTE REDENTI / QUESTO CIPPO VOLLERO / CONSACRATO / GIUGNO 1924;memorialwar_memorial
6726222588;La trincea 2425m;46.3440708;11.7301507;POINT (11.7301507 46.3440708);;;
6738014493;Castel Penede;45.8740886;10.8860791;POINT (10.8860791 45.8740886);;;
6751934834;Unnamed;45.7943952;11.1843284;POINT (11.1843284 45.7943952);;;
6751979044;Unnamed;45.7955799;11.1757536;POINT (11.1757536 45.7955799);;;
6751987676;Unnamed;45.7940249;11.1767313;POINT (11.1767313 45.7940249);;;
6774850960;Busto di Clementino Vannetti;45.8856609;11.0091832;POINT (11.0091832 45.8856609);bust;;monumentbust
6812119433;Unnamed;46.2048236;11.0860795;POINT (11.0860795 46.2048236);stele;UN REQUIEM O PASSEGGIERE PER LA VIRTUOSA GIOVANETTA MOTES LEONILDA, DA FAI CHE AI 26 SETEB 1895 DA CRUDEL MANO FU QUI ASSASSINATA NELA VERDE ETÀ D'ANI 15;memorialstele
6854160701;Unnamed;46.0074336;11.1294769;POINT (11.1294769 46.0074336);;;
6919175143;Gianantonio Manci;46.0695481;11.1238772;POINT (11.1238772 46.0695481);plaque;;memorialplaque
6919188295;Giovanni Peterlongo;46.0696406;11.1201547;POINT (11.1201547 46.0696406);plaque;;memorialplaque
7146805203;Unnamed;46.0064952;11.1279591;POINT (11.1279591 46.0064952);plaque;;memorialplaque
7146805204;Unnamed;46.0041359;11.1304091;POINT (11.1304091 46.0041359);plaque;"IN QUESTA CASA NACQUE GUIDO POLI
MEDAGLIA D'ORO CADUTO PER LA PATRIA
ADDI XX GIUGNO MCMXVII";memorialplaque
7146805207;Unnamed;46.0063534;11.1275202;POINT (11.1275202 46.0063534);plaque;"AL FANTE D'ITALIA CHE ENTRANDO PRIMO PER QUESTA VIA IL MEZZODÌ 3 NOVEMBRE 1918 FUGÒ LA BARBARIE AUSTRIACA E PORTÒ LA REDENZIONE
- IL PAESE -";memorialplaque
7252839012;Stele;45.7880045;10.9855048;POINT (10.9855048 45.7880045);stele;FC;memorialstele
7347505004;Unnamed;45.8911953;11.0349027;POINT (11.0349027 45.8911953);;;
7347567490;Unnamed;45.8910695;11.0351779;POINT (11.0351779 45.8910695);;;
7418607483;Erminio Azzolini;45.7572688;11.0205209;POINT (11.0205209 45.7572688);stone;Memoria del comandante dei Vigili del fuoco deceduto in incendio boschivo;memorialstone
7433417716;Statua a Padre Eusebio Chini;46.3064683;11.0754859;POINT (11.0754859 46.3064683);statue;;memorialstatue
7500454049;Tomaso Lorenzi Anzol 23 giugno 1962;46.1156978;10.7106211;POINT (10.7106211 46.1156978);;;
7500549336;Nicolò Collini;46.1177198;10.71583;POINT (10.71583 46.1177198);;;
7510041620;Unnamed;46.0467945;10.8876809;POINT (10.8876809 46.0467945);war_memorial;Monumento ai caduti;memorialwar_memorial
7644727580;Monumento ai caduti;45.8699882;11.0733351;POINT (11.0733351 45.8699882);;;
7661089441;Unnamed;46.4104775;10.8188369;POINT (10.8188369 46.4104775);stele;;memorialstele
7669722067;Unnamed;46.2853509;11.0375288;POINT (11.0375288 46.2853509);;;
7709872270;Monumento alle vittime della frana di Venzan;46.2876463;11.5293487;POINT (11.5293487 46.2876463);yes;ALLA MEMORIA dei 55 LAVORATORI TRAVOLTI nel FRANAMENTO avvenuto il GIORNO 19-1-1917 alle Ore 16:30;memorialyes
7782176089;Unnamed;46.4015689;10.8462057;POINT (10.8462057 46.4015689);;;
7836853940;Bruno Federspiel;46.3959778;11.7614436;POINT (11.7614436 46.3959778);;Bruno Federspiel 1903-1983;
7930996418;Unnamed;45.8973599;10.852296;POINT (10.852296 45.8973599);;;
7968757999;Unnamed;46.1168792;11.5465577;POINT (11.5465577 46.1168792);plaque;;memorialplaque
7986243372;Unnamed;45.9113172;10.8125873;POINT (10.8125873 45.9113172);;;
7994350189;Iscrizione;45.9009527;11.0205714;POINT (11.0205714 45.9009527);stele;;memorialstele
8010529588;Unnamed;45.9206051;10.889669;POINT (10.889669 45.9206051);;;
8024868062;caduti delle guerre;45.8495128;10.5759035;POINT (10.5759035 45.8495128);;;
8072204335;Unnamed;45.9140149;10.8456403;POINT (10.8456403 45.9140149);;;
8080814090;Monumento ai caduti di Croviana;46.3457486;10.9046208;POINT (10.9046208 46.3457486);war_memorial;;memorialwar_memorial
8168856642;Monumento ai caduti di Villa;46.0557041;11.5216709;POINT (11.5216709 46.0557041);war_memorial;;memorialwar_memorial
8231895105;Unnamed;45.9709159;10.9436231;POINT (10.9436231 45.9709159);;;
8394011847;Ranzo, ai suoi caduti;46.0639661;10.9430593;POINT (10.9430593 46.0639661);war_memorial;;memorialwar_memorial
8447541917;Unnamed;45.8847874;11.0178617;POINT (11.0178617 45.8847874);;;
8500637107;Unnamed;46.2077623;11.0912172;POINT (11.0912172 46.2077623);;;
8501370515;Cannone della Batteria Battisti;46.0729416;11.1133084;POINT (11.1133084 46.0729416);war_memorial;;memorialwar_memorial
8501370516;Cannone della Batteria Battisti;46.0729602;11.1133675;POINT (11.1133675 46.0729602);war_memorial;;memorialwar_memorial
8501370517;Cannone della Batteria Battisti;46.0729751;11.1134077;POINT (11.1134077 46.0729751);war_memorial;;memorialwar_memorial
8584485809;Unnamed;46.2475043;11.0262555;POINT (11.0262555 46.2475043);;;
8641598649;Unnamed;46.2225979;11.0828447;POINT (11.0828447 46.2225979);;;
8669878498;Unnamed;46.2581706;11.0326526;POINT (11.0326526 46.2581706);;;
8669878778;Unnamed;46.2568613;11.0372311;POINT (11.0372311 46.2568613);;;
8669878779;Unnamed;46.2495928;11.0473913;POINT (11.0473913 46.2495928);;;
8678727525;Unnamed;45.9947677;11.2172945;POINT (11.2172945 45.9947677);;;
8678741742;monumento ai caduti di Vattaro;45.9932153;11.2252235;POINT (11.2252235 45.9932153);war_memorial;;memorialwar_memorial
8712274647;Unnamed;46.236962;11.0330562;POINT (11.0330562 46.236962);;;
8733760706;Unnamed;46.0022158;11.223773;POINT (11.223773 46.0022158);;;
8740712310;Casa natale Santa Paolina;46.0064135;11.198931;POINT (11.198931 46.0064135);;;
8750410660;Unnamed;46.0052187;11.1953024;POINT (11.1953024 46.0052187);;;
8781408473;Monumento ai Caduti di Ville e Valternigo;46.1672361;11.158139;POINT (11.158139 46.1672361);;;
8806228526;Unnamed;45.8855112;10.8418535;POINT (10.8418535 45.8855112);;;
8841258257;Unnamed;45.8965654;10.7196536;POINT (10.7196536 45.8965654);;;
8841958362;Unnamed;45.8928622;10.7241795;POINT (10.7241795 45.8928622);;;
8867383963;Unnamed;45.8994078;10.7246216;POINT (10.7246216 45.8994078);plaque;;memorialplaque
8867383964;Unnamed;45.8991463;10.7246886;POINT (10.7246886 45.8991463);plaque;;memorialplaque
8901885521;Unnamed;45.9035509;10.6724348;POINT (10.6724348 45.9035509);;;
8976347881;Unnamed;45.9418047;10.8853646;POINT (10.8853646 45.9418047);;;
8993502909;Unnamed;46.2985866;11.8052722;POINT (11.8052722 46.2985866);;;
9006986500;Luigi Negrelli;46.1747632;11.8275899;POINT (11.8275899 46.1747632);statue;;memorialstatue
9019710264;Unnamed;45.9352121;10.970542;POINT (10.970542 45.9352121);;;
9025304483;Tenente Felix Hecht;45.932331;10.6917854;POINT (10.6917854 45.932331);stele;;memorialstele
9028928724;Unnamed;46.4104139;10.9683157;POINT (10.9683157 46.4104139);war_memorial;;memorialwar_memorial
9050069647;Unnamed;46.1477907;11.4881627;POINT (11.4881627 46.1477907);;;
9059539505;Unnamed;46.0526604;11.3356694;POINT (11.3356694 46.0526604);war_memorial;;memorialwar_memorial
9065748210;Unnamed;45.9570377;10.9045782;POINT (10.9045782 45.9570377);;;
9078565409;Unnamed;45.9510971;10.900975;POINT (10.900975 45.9510971);;;
9091051113;monumento ai caduti;46.3923724;11.1368501;POINT (11.1368501 46.3923724);;;
9125622460;Unnamed;45.8677531;10.8772512;POINT (10.8772512 45.8677531);;;
9135733179;Targa caduti slavina 1916;46.0795204;10.6126078;POINT (10.6126078 46.0795204);plaque;;memorialplaque
9144606449;Guides de Fassa;46.4765958;11.7414198;POINT (11.7414198 46.4765958);;;
9146936173;Unnamed;46.0964776;10.6011966;POINT (10.6011966 46.0964776);plaque;;memorialplaque
9157804244;Unnamed;46.0079373;10.9348803;POINT (10.9348803 46.0079373);;;
9423182183;Benedetti G.;45.8597259;10.9407899;POINT (10.9407899 45.8597259);war_memorial;;memorialwar_memorial
9425792640;Agli Alpini;46.1186102;11.6885562;POINT (11.6885562 46.1186102);obelisk;;memorialobelisk
9432228527;Unnamed;46.0111404;11.3024288;POINT (11.3024288 46.0111404);plaque;A MEMORIA / DEL GIORNO III NOVEMBRE MCMXVIII / ULTIMO DELLA SCHIAVITÙ / DEL TRENTINO / PRIMO DELLA NUOVA GRANDEZZA / D'ITALIA / LA CITTÀ DI LEVICO / ACCLAMANTE / ALL'ESERCITO LIBERATORE / POSE;memorialplaque
9432244934;Giulio Avancini;46.0112545;11.3023408;POINT (11.3023408 46.0112545);plaque;IN QUESTA CASA / NACQUE / GIULIO AVANCINI / ALPINO, VOLONTARIO DI GUERRA / CADUTO PER LA PATRIA / ADDÌ XVI - VII - MCMXV. / A.N.A. / GRUPPO / DI LEVICO / A. XIII;memorialplaque
9460735350;Colonna della Madonnina;45.9137009;11.1877146;POINT (11.1877146 45.9137009);;;
9466196704;"Capitello di S. Rocco o ""delle guardie""";45.9460725;10.9029744;POINT (10.9029744 45.9460725);;;
9466562491;lapide in ricordo di Don Giacomelli;46.2471944;11.6611892;POINT (11.6611892 46.2471944);;;
9530003077;Ex Cimitero Militare;46.2885204;11.5628697;POINT (11.5628697 46.2885204);cemetery;;memorialcemetery
9530030824;Ex Cimitero Militare;46.226671;11.5934941;POINT (11.5934941 46.226671);cemetery;;memorialcemetery
9535501985;monumento ai caduti;46.0532321;11.4938356;POINT (11.4938356 46.0532321);;;
9547365976;Unnamed;45.9419831;10.6774369;POINT (10.6774369 45.9419831);;;
9561237552;Unnamed;45.7782678;11.0145899;POINT (11.0145899 45.7782678);plaque;"MARANI ESULTANTE 
AL
PRODE GEN. CANTORE
CON ANIMO GRATO
24 GIUGNO 1923";memorialplaque
9623611542;madonnina;45.8762399;10.9303908;POINT (10.9303908 45.8762399);;;
9623744018;Maybe 1945;45.8945755;10.9207001;POINT (10.9207001 45.8945755);plaque;Aereo militare statunitense;memorialplaque
9645823021;famiglia Martini;45.9350135;11.0947092;POINT (11.0947092 45.9350135);plaque;;memorialplaque
9705325731;Unnamed;46.1385736;11.1185335;POINT (11.1185335 46.1385736);;2 ottobre 1809;
9790642399;Lapide Maria Andreatta;46.1791509;11.2977449;POINT (11.2977449 46.1791509);stone;;memorialstone
9796103964;Croce Anton Lazzeri;46.2088824;11.3510302;POINT (11.3510302 46.2088824);;;
9796136963;Croce Bruno Politzki;46.1905064;11.3661114;POINT (11.3661114 46.1905064);;;
9796983875;Unnamed;45.8695352;10.7788015;POINT (10.7788015 45.8695352);;;
9812767117;Unnamed;46.1893123;11.286208;POINT (11.286208 46.1893123);;Dario Giacomozzi;
9812767118;Unnamed;46.188333;11.2856168;POINT (11.2856168 46.188333);;Narciso Andreatta;
9817164614;Unnamed;46.1755428;11.8284244;POINT (11.8284244 46.1755428);;;
9840559601;Umberto Laezza;45.8848412;11.038695;POINT (11.038695 45.8848412);plaque;1957 - 2015 Qui con i suoi amici istante dopo istante eroi;memorialplaque
9893557583;Unnamed;46.3999044;11.0045014;POINT (11.0045014 46.3999044);war_memorial;;memorialwar_memorial
9942573357;Unnamed;45.8813153;10.7515845;POINT (10.7515845 45.8813153);war_memorial;;memorialwar_memorial
9965338367;Unnamed;45.8717159;10.7744604;POINT (10.7744604 45.8717159);plaque;"In questa casa nacque
addì 17 aprile 1798
ANDREA MAFFEI
poeta e filosofo insigne
patriota sincero

I cittadini di Molina redenta
grati e memori del nobile esempio
a imperitura memoria
1920";memorialplaque
9967136087;Unnamed;45.8711095;10.7751932;POINT (10.7751932 45.8711095);plaque;;memorialplaque
9969540562;Monumento a Giovanni Battista Righi;46.2315412;10.8274202;POINT (10.8274202 46.2315412);bust;;memorialbust
9969872697;Unnamed;46.0732306;10.9790754;POINT (10.9790754 46.0732306);plaque;Amadio Faes;memorialplaque
9974359353;Unnamed;45.8703718;10.7721186;POINT (10.7721186 45.8703718);plaque;;memorialplaque
9982530994;Unnamed;46.3938263;11.1464058;POINT (11.1464058 46.3938263);;;
9983348719;El Ciuarol;45.8666104;10.7879299;POINT (10.7879299 45.8666104);;"El Ciuarol
Maestro di lavoro e di vita";
10039737762;Andreas Hofer;46.1384886;11.1182848;POINT (11.1182848 46.1384886);;;
10156538101;Unnamed;46.1115666;11.1710709;POINT (11.1710709 46.1115666);;;
10259107268;Unnamed;46.0137532;11.2979217;POINT (11.2979217 46.0137532);;;
10268577721;Unnamed;46.0489526;10.8739427;POINT (10.8739427 46.0489526);;;
10284696206;Unnamed;45.9755274;11.5963697;POINT (11.5963697 45.9755274);plaque;Minati Adriano ...etc...;memorialplaque
10561669462;Unnamed;45.912064;11.230753;POINT (11.230753 45.912064);;;
10574663066;Unnamed;46.1072449;11.1039349;POINT (11.1039349 46.1072449);plaque;Bernardino Rossi;memorialplaque
10694782481;150° C. Alpini;45.8210273;10.9787279;POINT (10.9787279 45.8210273);;;
10721716573;Unnamed;46.1250436;11.1175069;POINT (11.1175069 46.1250436);war_memorial;;memorialwar_memorial
10743822350;Unnamed;46.2925392;11.5080573;POINT (11.5080573 46.2925392);sculpture;;memorialsculpture
10870040228;Unnamed;46.0751677;11.0027526;POINT (11.0027526 46.0751677);war_memorial;1915-1918 - Im Gedenken an unsere Tiroler Standschützen;memorialwar_memorial
10883748382;Terzo Mistero Gauduioso: la Natività;46.0950673;11.2337096;POINT (11.2337096 46.0950673);statue;;memorialstatue
10883748386;Quarto Mistero Gaudioso: Presentazione al Tempio;46.0946409;11.232976;POINT (11.232976 46.0946409);statue;;memorialstatue
10905218488;Unnamed;46.0684502;11.1190432;POINT (11.1190432 46.0684502);;Per Agitu, per tutte le donne vitime di violenza. Trento non dimentica;
10917670306;Caduti in Venezia Giulia e Dalmazia;46.066606;11.1259405;POINT (11.1259405 46.066606);plaque;;memorialplaque
10917670307;Divisione Acqui;46.066232;11.1257303;POINT (11.1257303 46.066232);plaque;;memorialplaque
10917670311;Unnamed;46.065802;11.1249299;POINT (11.1249299 46.065802);sculpture;Il lavoro è per l'uomo e non l'uomo per il lavoro;memorialsculpture
10924190730;Unnamed;46.1083514;11.142084;POINT (11.142084 46.1083514);war_memorial;;memorialwar_memorial
10933996782;Pedretti Lino;46.040916;10.5017981;POINT (10.5017981 46.040916);;Pedretti Lino;
10933996783;stele 5 luglio 1915;46.040885;10.5009391;POINT (10.5009391 46.040885);war_memorial;5 luglio 1915 - ai fratelli d'arma;memorialwar_memorial
10968840680;FAR 149 BATT 5 1918;45.8898631;10.9224968;POINT (10.9224968 45.8898631);stele;;memorialstele
10969373218;Alessandro Spagolla;46.0534629;11.4573591;POINT (11.4573591 46.0534629);stele;in questa casa nacque e visse il garibaldino Alessandro Spagolla;memorialstele
10989708456;Palazzo a Prato;46.1829606;11.2509763;POINT (11.2509763 46.1829606);;;
10991708175;Ciao Silvano;46.0065937;10.7700972;POINT (10.7700972 46.0065937);campana_del_vento;Silvano Fedel;memorialcampana_del_vento
11006215993;Unnamed;46.0749295;11.3020644;POINT (11.3020644 46.0749295);war_memorial;;memorialwar_memorial
11007033090;Unnamed;46.4093866;11.1678391;POINT (11.1678391 46.4093866);plaque;;memorialplaque
11007033096;Unnamed;46.4092818;11.1674898;POINT (11.1674898 46.4092818);plaque;;memorialplaque
11010866042;Leggenda del Bus de Vela;46.0666311;11.1216208;POINT (11.1216208 46.0666311);stone;Apriti o croz che i renderei mi sono addos;memorialstone
11017964911;Francesco de Gerloni;46.0706637;11.1297678;POINT (11.1297678 46.0706637);plaque;;memorialplaque
11017964912;Damiano Chiesa;46.0706514;11.1297264;POINT (11.1297264 46.0706514);plaque;[segue] Qui condannato a morte dal tribunale di guerra dell'XI Armata austriaca il 19 maggio del 1916;memorialplaque
11017964913;Cesare Battisti;46.0706605;11.1297764;POINT (11.1297764 46.0706605);plaque;;memorialplaque
11037124962;Unnamed;45.94942;11.2037969;POINT (11.2037969 45.94942);;;
11054811552;San Maurizio;46.4301752;11.8161017;POINT (11.8161017 46.4301752);statue;;memorialstatue
11135786365;Piercarlo Bordin;46.2817165;10.937293;POINT (10.937293 46.2817165);;;
11140711171;Gianni Kaisermann;46.2435032;10.9190175;POINT (10.9190175 46.2435032);stone;;memorialstone
11158539696;Terlago ai suoi caduti;46.0974603;11.0454426;POINT (11.0454426 46.0974603);war_memorial;;memorialwar_memorial
11163209355;Stele commemorativa della strada militare di val Regana (sett. 1917);46.2027649;11.637589;POINT (11.637589 46.2027649);stele;8° Alpini B.ne Val. Natisone. La 216a compagnia trasse la strada fino a quota 2848 munì le inviolabili cime del massiccio d'Asta. Sett. 1917;memorialstele
11175560212;Unnamed;46.0587684;11.1272696;POINT (11.1272696 46.0587684);plaque;;memorialplaque
11182801201;Unnamed;46.1247326;11.6676387;POINT (11.6676387 46.1247326);plaque;"Quì vola l'anima del dott. Rino Ballerin ideatore del ""Trodo Dei Fiori"" 1922-2008";memorialplaque
11209855744;lapide;45.8520889;10.9070535;POINT (10.9070535 45.8520889);stone;;memorialstone
11209855745;lapide;45.8521141;10.9071182;POINT (10.9071182 45.8521141);stone;;memorialstone
11209855746;lapide;45.8521651;10.9071221;POINT (10.9071221 45.8521651);stone;;memorialstone
11224446463;Lapide di Marco Apuleio;46.071239;11.1149827;POINT (11.1149827 46.071239);plaque;;memorialplaque
11244181412;Unnamed;46.0621204;11.23763;POINT (11.23763 46.0621204);;;
11276083822;Memoriale dei serbi;45.9122456;10.9779981;POINT (10.9779981 45.9122456);war_memorial;"Prima guerra mondiale
1914-1918
Cimitero dei Serbi
alla e per la memoria";memorialwar_memorial
11409644521;Unnamed;45.8894414;10.6705476;POINT (10.6705476 45.8894414);plaque;"Magazzino d'armi e viveri
dell'esercito 
napoleonico.
Waffen und
provianzlager
vom napoleonichen heer";memorialplaque
11409644524;Unnamed;45.8898037;10.6713777;POINT (10.6713777 45.8898037);plaque;"ANTICA CASA MERCANTILE
DELLA REPUBBLICA
DI VENEZIA
ALTES HANDELSHAUS
DER
VENETIANICHEN REPUBLIK";memorialplaque
11409644550;Unnamed;45.8902539;10.6721748;POINT (10.6721748 45.8902539);plaque;"IN QUESTA CASA NACQUE E SI SPENSE
COSTANTINO RIBAGA
LAUREATO IN SCIENZE NATURALI
FU INSIGNE STUDIOSO DI
ENTOMOLOGIA ALLE UNIVERSITA' DI
WIENNA NAPOLI E FIRENZE SCOPRI' E
DETTE IL NOME A SPECIE NUOVE DI INSETTI
1870 - 1945";memorialplaque
11409657469;Unnamed;45.8904308;10.6725068;POINT (10.6725068 45.8904308);plaque;"QUI NACQUE NEL 1800
MARTINO RIBAGA
DETTO IL GIGANTE DEI BARCHI
ALTO SEI PIEDI E MEZZO SOLLEVAVA UN
SOMARO CARICO DI SACCHI DI GRANO
CADUTO IN MANO A UNO SPECULATORE
FU PORTATO AD ESIBIRSI IN TUTTA EUROPA
MORI' IN FRANCIA A SOLI 23 ANNI";memorialplaque
11418357088;Unnamed;46.3091448;10.7419963;POINT (10.7419963 46.3091448);;;
11435107932;Monumento ai caduti;46.0786005;10.7197862;POINT (10.7197862 46.0786005);;;
11449067646;Unnamed;45.9675365;11.3561165;POINT (11.3561165 45.9675365);war_memorial;;memorialwar_memorial
11457474194;Lapide;45.8578405;10.9099672;POINT (10.9099672 45.8578405);stone;Maddalena Mario;memorialstone
11457474195;Lapide;45.8578466;10.9099834;POINT (10.9099834 45.8578466);stone;Bontadi Ivo;memorialstone
11497450547;Unnamed;45.8937348;10.6862978;POINT (10.6862978 45.8937348);war_memorial;Tiarno per la pace;memorialwar_memorial
11505365811;Unnamed;45.9487745;10.6460831;POINT (10.6460831 45.9487745);;;
11519263051;Unnamed;45.8992556;10.7252618;POINT (10.7252618 45.8992556);plaque;;memorialplaque
11521761384;Unnamed;46.0698372;11.667561;POINT (11.667561 46.0698372);war_memorial;;memorialwar_memorial
11533207349;Unnamed;45.9118903;10.7262264;POINT (10.7262264 45.9118903);plaque;"GARIBALDI
FIN QUI GIUNSE
PER OSSERVARE
LA FUGA
DEGLI AUSTRO-CROATI
SCONFITTI A BEZZECCA";memorialplaque
11577699809;Pietra d'inciampo Remo Ballardini;45.8869654;10.8423177;POINT (10.8423177 45.8869654);stolperstein;"QUI LAVORAVA
REMO BALLARDINI
NATO 1892
ARRESTATO 28.6.1944
MORTO IN SEGUITO
19.10.1944
RIVA DEL GARDA";memorialstolperstein
11577699810;Pietra d'inciampo Eugenio Impera;45.8859585;10.8459595;POINT (10.8459595 45.8859585);stolperstein;"QUI ABITAVA
EUGENIO IMPERA
NATO 1925
ASSASSINATO 28.6.1944
RIVA DEL GARDA";memorialstolperstein
11577699823;Pietra d'inciampo Antonio Gambaretto;45.8874784;10.8466311;POINT (10.8466311 45.8874784);stolperstein;"QUI LAVORAVA
ANTONIO GAMBARETTO
NATO 1913
ASSASSINATO 28.6.1944
RIVA DEL GARDA";memorialstolperstein
11577699824;Pietra d'inciampo Enrico Meroni;45.8890643;10.844778;POINT (10.844778 45.8890643);stolperstein;"QUI ABITAVA
ENRICO MERONI
NATO 1925
ASSASSINATO 28.6.1944
RIVA DEL GARDA";memorialstolperstein
11577699833;Pietra d'inciampo Augusto Betta;45.8868531;10.8437202;POINT (10.8437202 45.8868531);stolperstein;"QUI ABITAVA
AUGUSTO BETTA
NATO 1899
ASSASSINATO 28.6.1944
RIVA DEL GARDA";memorialstolperstein
11577699834;Pietra d'inciampo Gastone Franchetti;45.8872631;10.8447041;POINT (10.8447041 45.8872631);stolperstein;"QUI LAVORAVA
GASTONE FRANCHETTI
NATO 1920
ARRESTATO 29.6.1944
FUCILATO 29.8.1944
BOLZANO";memorialstolperstein
11577699850;Pietra d'inciampo Vincenzo Cicala;45.88627;10.8392266;POINT (10.8392266 45.88627);stolperstein;"QUI ABITAVA
VINCENZO CICALA
NATO 1886
ARRESTATO 12.9.1944
DEPORTATO
MAUTHAUSEN
ASSASSINATO 29.1.1945
MELK";memorialstolperstein
11577699851;Pietra d'inciampo Antonio Bosco;45.8854471;10.8388046;POINT (10.8388046 45.8854471);stolperstein;"QUI ABITAVA
ANTONIO BOSCO
NATO 1914
ARRESTATO 29.6.1944
FUCILATO 24.8.1944
BOLZANO";memorialstolperstein
11708140507;Unnamed;46.0082117;11.1536064;POINT (11.1536064 46.0082117);;;
11727717091;Contrada della Terra;45.8879663;11.0452307;POINT (11.0452307 45.8879663);plaque;;memorialplaque
11727732392;Damiano Chiesa;45.8887281;11.0451548;POINT (11.0451548 45.8887281);plaque;;memorialplaque
11727732393;Antonio Rosmini;45.888775;11.0454045;POINT (11.0454045 45.888775);plaque;;memorialplaque
11727732394;Vicolo Di San Giuseppe;45.8885957;11.0454648;POINT (11.0454648 45.8885957);plaque;;memorialplaque
11775248762;Unnamed;45.9228863;10.9025175;POINT (10.9025175 45.9228863);;;
11801502227;Gambaretto Loredana;45.7566886;10.9264559;POINT (10.9264559 45.7566886);plaque;;memorialplaque
11901101342;Unnamed;45.916682;10.9229177;POINT (10.9229177 45.916682);;;
11907019915;Unnamed;45.9049368;10.9298318;POINT (10.9298318 45.9049368);war_memorial;;memorialwar_memorial
11955696873;Unnamed;45.8902631;10.9502991;POINT (10.9502991 45.8902631);;;
11985780768;Unnamed;45.6991721;11.1353309;POINT (11.1353309 45.6991721);cross;;memorialcross
11985797571;Unnamed;45.7018279;11.1348715;POINT (11.1348715 45.7018279);plaque;Lavagnoli Mirco|6-8-1973|6-12-2003|Signore Mia Roccia|Salmo 17,3;memorialplaque
11998445502;Unnamed;45.8685413;10.9373459;POINT (10.9373459 45.8685413);plaque;;memorialplaque
12016544617;Unnamed;45.8860009;10.8229495;POINT (10.8229495 45.8860009);cross;;memorialcross
12039274247;Unnamed;45.8660627;10.9544821;POINT (10.9544821 45.8660627);;;
12062827538;Unnamed;46.4344287;11.8509724;POINT (11.8509724 46.4344287);plaque;A Paul Grohmann, Angelo e Fulgenzio Dimai. CLI Alpinisti Fassaini. 28-9-1864 - 28-9-1964;memorialplaque
12062827539;Marmolèda, Ponta Penia, 1864-2014;46.434428;11.8509711;POINT (11.8509711 46.434428);plaque;;memorialplaque
