id;latitude;longitude;geometry;name;type;street;city;postcode;housenumber;cuisine;description;operator;website;phone;email
1361631209;46.1832514;11.9462178;POINT (11.9462178 46.1832514);"Rifugio Forestale ""Val delle Moneghe""";alpine_hut;;;;;;;;;;
1365209549;45.9612515;11.3178504;POINT (11.3178504 45.9612515);Malga Palu';chalet;;;;;;;;;;
1366770314;45.9185691;10.8869032;POINT (10.8869032 45.9185691);Hotel Al Sole;hotel;;;;;;;;;;
1408150276;45.9128573;10.6197057;POINT (10.6197057 45.9128573);Hotel Aurora;hotel;;;;;;;;;;
1411029986;46.2513352;11.1412315;POINT (11.1412315 46.2513352);Malga Kraun;alpine_hut;;;;;;;;http://www.rifugiomalgakraun.it/;+39 335 8173485;info@rifugiomalgakraun.it
1431628396;45.919773;10.8838955;POINT (10.8838955 45.919773);Pace 1954 Hotel;hotel;Via Vergolano;Arco;38062;42;;;;https://www.hotelpace.net/;+39 0464 516398;info@pace1954hotel.com
1438388423;46.3271463;11.0217936;POINT (11.0217936 46.3271463);Garni Castel Ferari;guest_house;Via Moscovia;Tuenno;38019;6;;;;http://www.garnicastelferari.it;+39 0463 451770;garnicastelferari@virgilio.it
1445808056;45.920606;10.870634;POINT (10.870634 45.920606);Appartamenti Da Gianni;guest_house;;;;;;;;;;
1468556028;46.3196963;11.5027282;POINT (11.5027282 46.3196963);"B&B ""Le Càore""";guest_house;;;;;;;;;;
1488473482;46.243131;11.0635679;POINT (11.0635679 46.243131);Pra da Lares;guest_house;Via Santa Margherita;Ton;38010;10b;;;;http://www.pradalares.com/;+39 335 1732948;info@pradalares.com
1488553668;45.8835749;10.8526131;POINT (10.8526131 45.8835749);Villa Aranci;hotel;;;;25;;;;https://www.villaaranci.it/;+39 0464 552715;
1489684356;46.0810479;11.0434159;POINT (11.0434159 46.0810479);Hotel San Leonardo;hotel;;;;;;;;;;
1511955506;46.1439992;10.9653965;POINT (10.9653965 46.1439992);Garnì Villanova;hotel;Via Giuseppe Garibaldi;Molveno;38018;19;;;;http://www.hotelvillanova.it/;+39 0461 586347;info@hotelvillanova.it
1512648044;46.1424337;10.9644701;POINT (10.9644701 46.1424337);Alexander;hotel;Piazza Scuole;Molveno;38018;7;;;;http://www.alexandermolveno.com/;+39 0461 586928;info@alexandermolveno.com
1512648049;46.1424132;10.9650224;POINT (10.9650224 46.1424132);Miralago;hotel;Piazza Scuole;Molveno;38018;3;;;;http://www.miralagohotel.com/;+39 0461 586935;info@miralagohotel.com
1514593518;46.0665206;11.1203804;POINT (11.1203804 46.0665206);B&B Margot;hotel;Via Andrea Maffei;Trento;38122;1;;;B&B Margot;http://www.bbmargot.com/;+39 373 7738322;info@bbmargot.com
1523178002;46.1423626;10.9626826;POINT (10.9626826 46.1423626);Alpotel Venezia;hotel;Via Nazionale;Molveno;38018;10;;;;http://www.alpotel.it/;+39 0461 586920;info@alpotel.it
1523178007;46.1428617;10.9629097;POINT (10.9629097 46.1428617);Panorama;hotel;Via Nazionale;Molveno;38018;45;;;;http://www.panoramamolveno.com/;+39 0461 586929;info@panoramamolveno.com
1523289656;46.1406606;10.9657571;POINT (10.9657571 46.1406606);Des Alpes;hotel;Via Nazionale;Molveno;38018;7;;;;http://www.desalpes.it/;+39 0461 586983;info@desalpes.it
1523289658;46.1426898;10.9620986;POINT (10.9620986 46.1426898);Excelsior;hotel;Via Nazionale;Molveno;38018;41;;;;http://www.molveno-excelsior.it/;+39 0461 586921;info@molveno-excelsior.it
1523289660;46.140352;10.9704487;POINT (10.9704487 46.140352);Fontanella;hotel;Via Bettega;Molveno;38018;3;;;;http://www.hfontanella.it/;+39 0461 586955;hfontanella@tin.it
1523289669;46.136831;10.9697346;POINT (10.9697346 46.136831);Lago Park Hotel;hotel;Via Bettega;Molveno;38018;12;;;;https://www.dolomitiparkhotelmolveno.it/home.html;+39 0461 586030;info@dolomitiparkhotelmolveno.it
1523289680;46.1437835;10.9677169;POINT (10.9677169 46.1437835);Londra;hotel;Via Nazionale;Molveno;38018;34;;;;http://www.londramolveno.it/;+39 0461 586943;hotel@londramolveno.it
1523289682;46.1419275;10.9620962;POINT (10.9620962 46.1419275);Miramonti;hotel;;;;;;;;;;
1523289684;46.1419526;10.9624577;POINT (10.9624577 46.1419526);Negritella;hotel;Via Nazionale;Molveno;38018;15;;;;http://www.hotelnegritella.com/;+39 0461 586942;info@hotelnegritella.com
1523289687;46.1424345;10.9615645;POINT (10.9615645 46.1424345);Residence Villa Erica;hotel;Via Nazionale;Molveno;38018;15a;;;;http://www.residencevillaerica.it/;+39 0461 586941;
1524975590;46.141802;10.9670536;POINT (10.9670536 46.141802);Ariston;hotel;Via Lungolago;Molveno;38018;3;;;;http://www.aristonmolveno.it/;+39 0461 586907;hotel@aristonmolveno.it
1524975604;46.1403143;10.9651288;POINT (10.9651288 46.1403143);Gloria;hotel;Via Lungolago;Molveno;38018;15;;;;http://www.gloriahotel.it/;+39 0461 586962;hotelgloria@tin.it
1524975607;46.1407422;10.9648108;POINT (10.9648108 46.1407422);Italia;hotel;Via Lungolago;Molveno;38018;9;;;;http://www.albergoitaliamolveno.it/;+39 0461 586915;info@albergoitaliamolveno.it
1524975629;46.1437821;10.9667428;POINT (10.9667428 46.1437821);Paganella;hotel;Via Giuseppe Garibaldi;Molveno;38018;60;;;;http://www.paganellamolveno.it/;+39 0461 586925;info@paganellamolveno.it
1524975635;46.1428229;10.9637481;POINT (10.9637481 46.1428229);Stella Alpina;hotel;Via Cesare Battisti;Molveno;38018;6;;;;http://www.hotelstellaalpina.com/;+39 0461 586918;info@hotelstellaalpina.com
1525276870;46.1425781;10.9662974;POINT (10.9662974 46.1425781);Lasteri;hotel;;;;;;;;;;
1525370710;46.1425832;10.9679104;POINT (10.9679104 46.1425832);Nevada;hotel;Via Paganella;Molveno;38018;23;;;;http://www.hotelnevada.it/;+39 0461 586970;info@hotelnevada.it
1525370739;46.1416881;10.963581;POINT (10.963581 46.1416881);Residence San Carlo;hotel;Via Lungolago;Molveno;38018;2;;;;http://www.residencesancarlo.com/;+39 0461 586264;info@residencesancarlo.com
1525370743;46.141516;10.9630606;POINT (10.9630606 46.141516);Residence Stefanine;hotel;Via Lungolago;Molveno;38018;2;;;;http://www.residencestefenine.it/;+39 0461 586363;info@hoteldulac.it
1538545372;46.2618564;11.7988789;POINT (11.7988789 46.2618564);Miramonti;hotel;;;;2;;;;;+39 0439 68069;
1562367122;45.8307758;10.5396741;POINT (10.5396741 45.8307758);Unnamed;hotel;;;;;;;;;;
1563100687;46.178696;11.8327374;POINT (11.8327374 46.178696);Hotel Tressane;hotel;;;;;;;;https://www.hoteltressane.it/;+39 0439 762205;
1565064745;46.2591205;11.0839194;POINT (11.0839194 46.2591205);da Nonna Tullia;guest_house;Località Bastianelli;Ton;38010;11;;;;https://www.airbnb.it/rooms/43625954;;
1584063977;46.3952935;11.6676968;POINT (11.6676968 46.3952935);Avisio;hotel;Stradon de Fascia;Soraga di Fassa;38030;8;;;Hotel Avisio SRL;https://www.hotelavisio.it/;+39 462 768130;info@hotelavisio.it
1584063978;46.3945467;11.6669935;POINT (11.6669935 46.3945467);Garni Eden;hotel;;;;;;;;;;
1585221225;46.3957336;11.6659649;POINT (11.6659649 46.3957336);Hotel Heidi;hotel;;;;;;;;;;
1605643365;46.1303376;11.2038207;POINT (11.2038207 46.1303376);Mosegot;guest_house;;;;;;;;;;
1616820018;46.2489235;11.1754138;POINT (11.1754138 46.2489235);B&B alla Luna;guest_house;Via Quattro Novembre;Roveré della Luna;38030;27;;;;http://www.bb-allaluna.it/;;http://www.bb-allaluna.it/prezzi_10.html#
1618076271;46.0718552;11.124281;POINT (11.124281 46.0718552);Palazzo Lachman;hotel;Piazza Silvio Pellico;Trento;38122;12;;;;https://www.palazzolachman.it/;+39 3924814762;
1658067395;46.0939112;11.2923563;POINT (11.2923563 46.0939112);B&B La Marianna;guest_house;;;;;;;;;;
1659352330;45.9357825;11.0945675;POINT (11.0945675 45.9357825);Bed & Breakfast Salizzoni;guest_house;;;;;;;;https://www.salizzoni.info/it/l-agriturismo.html;;
1660548559;46.3913292;11.6644196;POINT (11.6644196 46.3913292);Val di Fassa;hotel;Strada de Palua;Soraga di Fassa;38030;6;;;;http://www.albergovaldifassa.com/;+39 0462 768111;info@albergovaldifassa.com
1660548582;46.3910011;11.6703351;POINT (11.6703351 46.3910011);Ombretta;hotel;;;;;;;;;;
1660548635;46.3991812;11.6668191;POINT (11.6668191 46.3991812);Hotel Arnica;hotel;Strada de Parlaut;Soraga di Fassa;38030;4;;;;https://www.hotelarnica.net/;+39 0462 768415;info@hotelarnica.net
1660548640;46.388444;11.664345;POINT (11.664345 46.388444);Hotel Latemar;hotel;Strada de Palua;Soraga di Fassa;38030;5;;;;https://www.latemarhotel.com/;+39 0462 768103;info@latemarhotel.com
1660548659;46.3878019;11.6631745;POINT (11.6631745 46.3878019);Garnì Aurora;hotel;;;;;;;;;;
1660548660;46.3973382;11.6675003;POINT (11.6675003 46.3973382);Hotel Malder;hotel;Strada Don Sepon;Soraga di Fassa;38030;28;;;;https://www.hotelmalder.com/;+39 0462 768121;info@hotelmalder.com
1697693183;46.1954282;11.1664322;POINT (11.1664322 46.1954282);Maso Nello;guest_house;Via Pineta Localita' Maso Nello;;;3;;;;;;
1727066061;45.8689232;10.8767851;POINT (10.8767851 45.8689232);Lago di Garda;hotel;Via Lungolago Conca d'Oro;;;11;;;;https://www.hotellagodigarda.it/;+39 0464 505111;info@hotellagodigarda.it
1756261212;46.2592917;11.0841495;POINT (11.0841495 46.2592917);Edera;guest_house;Località Bastianelli;Ton;38010;15;;;;http://www.edera-rita.it/;;edera.rita@gmail.com
1800668282;46.2172487;11.1183601;POINT (11.1183601 46.2172487);Pedelmont;guest_house;Via alla Grotta;Mezzocorona;38016;29;;;;http://www.pedelmont.it/;+39 0461 605352;cendou@tiscali.it
1801538113;46.2104526;11.0979168;POINT (11.0979168 46.2104526);Corte delle Rondini;guest_house;Via Carlo Devigili;Mezzolombardo;38017;29;;;Bebber Fabio;;+39 0461 604426;cortedellerondini@yahoo.it
1836979545;46.4245333;11.6366551;POINT (11.6366551 46.4245333);Malga Vael;alpine_hut;;;;;;;;;;
1839797802;46.1917371;11.9421737;POINT (11.9421737 46.1917371);Hotel Chalet Giasenei;hotel;;;;;;;;https://www.chaletgiasenei.com/;;
1843995236;46.0174524;10.8196861;POINT (10.8196861 46.0174524);"Albergo Bar ""La Rosa""";hotel;;;;;;;;;;
1857232883;46.2166169;11.093233;POINT (11.093233 46.2166169);Albergo AL SOle art&comfort;hotel;;;;;;;;;;
1864328365;45.9581958;11.3688467;POINT (11.3688467 45.9581958);Malga Costa di sotto;chalet;;;;;;;;;;
1884458666;46.3769535;11.6595125;POINT (11.6595125 46.3769535);Hotel Garnì Aurora;hotel;;;;;;;;;+39 0462 573116;
1890687017;46.1786202;11.8215984;POINT (11.8215984 46.1786202);Unnamed;chalet;;;;;;;;;;
1904668695;45.8859638;10.8401286;POINT (10.8401286 45.8859638);Antico Borgo;hotel;;;;;;;;;;
1904668700;45.8860274;10.8412657;POINT (10.8412657 45.8860274);Alle Porte;hotel;;;;;;;;;;
1952320234;46.1932879;11.9050989;POINT (11.9050989 46.1932879);Rifugio Cereda;hotel;;;;;;;;;;
2063469836;46.1693017;10.7635334;POINT (10.7635334 46.1693017);Hotel Denny e Residence;hotel;;;;;;;;;;
2078208282;45.8236297;10.9606639;POINT (10.9606639 45.8236297);B&B Pizzeria La Pineta;guest_house;;Brentonico;38060;;italian;;;https://www.pizzeriapineta.it/index.html;+39 0464 395296;info@pizzeriapineta.it
2079120735;46.1721967;11.1286295;POINT (11.1286295 46.1721967);La Lanterna;guest_house;Località Masi di Sorni;Lavis;38015;13;;;Giovannini Alberto;;+39 0461 870003;
2096838559;46.2131685;11.1213804;POINT (11.1213804 46.2131685);Agritur Sole Blu;guest_house;Corso Quattro Novembre;Mezzocorona;38016;32;;;Dalpiaz Enrico;http://www.agritursoleblu.com/;+39 0461 605242;dalen60@gmail.com
2109823205;46.3697118;11.7301697;POINT (11.7301697 46.3697118);Bucaneve;hotel;;;;;;;;;;
2112487056;45.8785458;10.8611984;POINT (10.8611984 45.8785458);Hotel Benacus;hotel;Via Monte Brione;;38066;19;;;;;+39 464 552737;
2119128369;46.004392;11.1322403;POINT (11.1322403 46.004392);La decima;guest_house;Via della Decima;Mattarello;38123;26;;;;;;
2121025294;46.0074483;11.3072089;POINT (11.3072089 46.0074483);B&B Il glicine;guest_house;Via Tonelli;Levico Terme;38056;21;;;;;;
2188712129;46.1506474;11.7946648;POINT (11.7946648 46.1506474);Albergo Al Bivio;hotel;Via Nazionale;;;167;;;;https://www.albiviohotel.it;+39 439 67080;info@albiviohotel.it
2195327578;46.0727602;11.1227782;POINT (11.1227782 46.0727602);Bed & Breakfast Nettuno;guest_house;Via Gian Domenico Romagnosi;Trento;38122;26;;;;http://www.bbnettuno.it;+39 345 8267294;info@bbnettuno.it
2195683493;46.0695848;11.1194205;POINT (11.1194205 46.0695848);B&B Eden;guest_house;;;;;;;;http://www.bbeden.it/;+39 339 3650981;info@bbeden.it
2204578472;46.4048235;11.6081506;POINT (11.6081506 46.4048235);Pensione Rosengarten;hotel;;;;;;;;;;
2246967674;46.3614692;10.9446892;POINT (10.9446892 46.3614692);Trentino wild;caravan_site;;;;;;;;https://trentinowild.it/it/dove-dormire/area-camper-val-di-sole;;
2285642984;46.0779797;10.7454967;POINT (10.7454967 46.0779797);Unnamed;hotel;;;;;;;;;;
2365638497;46.0757682;11.1250433;POINT (11.1250433 46.0757682);B&B La Malvasia;guest_house;Via della Malvasia;Trento;38122;77;;;;https://www.bblamalvasia.it/;+393311173197;
2372485547;46.0586625;11.2374876;POINT (11.2374876 46.0586625);La Rotonda;hotel;;;;;;;;;;
2376831962;45.865657;10.5764794;POINT (10.5764794 45.865657);Casa Essenia;guest_house;;;;;;Agriturismo;;;;
2394661702;46.175468;11.831303;POINT (11.831303 46.175468);Hotel al ponte;hotel;;;;;;;;;;
2394661703;46.1752411;11.8313171;POINT (11.8313171 46.1752411);Hotel Isola Bella;hotel;;;;;;;;;;
2394661712;46.1742834;11.8276453;POINT (11.8276453 46.1742834);Albergo Dolomiti;hotel;;;;;;;;;;
2394661713;46.1740436;11.8270977;POINT (11.8270977 46.1740436);Hotel Luis;hotel;;;;;;;;;;
2394661714;46.173414;11.8272242;POINT (11.8272242 46.173414);A soleder;hotel;;;;;;;;;;
2394661718;46.1749276;11.8308213;POINT (11.8308213 46.1749276);Hotel Conca Verde;hotel;;;;;;;;;;
2394661719;46.1752914;11.8300584;POINT (11.8300584 46.1752914);Hotel Astoria;hotel;;;;;;;;;;
2394792820;46.1753705;11.8292957;POINT (11.8292957 46.1753705);Hotel Relais Orsingher;hotel;Via Angelo Guadagnini;Fiera di Primiero;;14;;;;http://www.hotelrelaisorsingher.it/;+39 0439 62816;info@hotelrelaisorsingher.it
2400147476;45.8848465;10.8561794;POINT (10.8561794 45.8848465);Residence Desiree;guest_house;;;;;;;;;;
2410787364;46.2322546;10.8253305;POINT (10.8253305 46.2322546);Hotel Miramonti;hotel;;;;;;;;;;
2412851336;46.3170602;10.798257;POINT (10.798257 46.3170602);Hotel Eccher;hotel;Via Quattro Novembre;Mezzana;;84;;;;https://www.hoteleccher.com/;+39 0463 757146;info@hoteleccher.com
2430536739;46.0135665;10.8212288;POINT (10.8212288 46.0135665);Agritur Maso alle Rose;guest_house;;;38071;;;;;https://www.masoallerose.com/;+39 0465 779780;
2443359624;45.7768117;11.1233211;POINT (11.1233211 45.7768117);Albergo Ristorante Aurora;hotel;;;;;regional;;;www.albergoaurora.tn.it;;
2450523527;45.9107545;10.840399;POINT (10.840399 45.9107545);Residence Cascata Varone Appartements;hotel;;;;;;;;;;
2458634960;45.8064296;10.5506755;POINT (10.5506755 45.8064296);Albergo Alpina;hotel;;;;;;;;;;
2482401350;45.8898901;11.0421989;POINT (11.0421989 45.8898901);Ostello di Rovereto;hostel;Via delle Scuole;Rovereto;38068;18;;;;;+39 0464 486757;
2487115292;45.9307381;10.822937;POINT (10.822937 45.9307381);Cristina;hotel;;;;;;;;;;
2604526360;46.3785003;11.7903839;POINT (11.7903839 46.3785003);Hotel Arnika;hotel;Sen Pelegrin;Moena;38035;43;;;;https://www.arnika.it/;;
2604526361;46.3783974;11.7892807;POINT (11.7892807 46.3783974);Hotel Monzoni;hotel;;;;;;;;;;
2613796297;46.4167262;11.1905107;POINT (11.1905107 46.4167262);Hotel Roen;hotel;Via Villini dell'Alpe;Ruffré-Mendola;38010;16;;;;http://www.hotel-roen.it/;+39 0463 090077;
2714052614;46.3423343;11.046879;POINT (11.046879 46.3423343);Agritur Odorizzi;hotel;Via Fratelli Carlo-Gioseffo Pinamonti;Rallo;38010;52;;;;;;
2761608247;46.1528284;11.8119715;POINT (11.8119715 46.1528284);Araea Attrezzata Camper a pagamento;caravan_site;;;;;;;;;;
2835699022;45.7902661;11.1120106;POINT (11.1120106 45.7902661);"Albergo ""Alla Lanterna""";hotel;;;;;;;;;;
2841347980;45.9040517;11.0370081;POINT (11.0370081 45.9040517);Area sosta camper Holiday Camper Club;caravan_site;;;;;;;;;;
2863110499;46.140023;10.9592798;POINT (10.9592798 46.140023);Hotel Garni Arnica;hotel;Via Lungolago;Molveno;38018;30;;;Famiglia Franchi;https://www.arnicamolveno.it/;+39 0461 587090;
2868363423;45.8912215;10.9520082;POINT (10.9520082 45.8912215);Hotel Martinelli;hotel;Via del Car - Strada Provinciale Bordala;Ronzo-Chienis;38060;4;;;;https://hotelmartinelli.it/;+39 0464 802908;mirko@hotelmartinelli.it
2874104626;45.8861323;10.8415038;POINT (10.8415038 45.8861323);Vittoria;hotel;;;;;;;;;;
2886648065;45.8759904;10.8945678;POINT (10.8945678 45.8759904);Agritur Stefenelli;chalet;;;;;;;;;;
2927453201;45.9241214;10.8901913;POINT (10.8901913 45.9241214);Hotel Garden;hotel;Via Paolina Caproni Maini;Arco;38062;40;;;;;;
2932894308;45.8540687;10.9680409;POINT (10.9680409 45.8540687);Da Neni;hotel;Via F. Filzi;Mori;38065;46;;;;https://www.daneni.it/;+39 0464 918360;albergo@daneni.it
2940145322;46.1925318;11.9407338;POINT (11.9407338 46.1925318);Campeggio Parrocchia Altavilla;camp_site;;;;;;;;;;
3002405374;45.817303;10.9559839;POINT (10.9559839 45.817303);Neni;hotel;;;;;;;;;;
3075526096;46.1953127;11.6788605;POINT (11.6788605 46.1953127);Unnamed;caravan_site;;;;;;;;;;
3079095545;46.1898366;10.78737;POINT (10.78737 46.1898366);Albergo Garni La Soldanella;;Via Vedretta di Lares;Sant'Antonio di Mavignola;38086;8;;;;;;
3082747010;46.3156299;10.7735922;POINT (10.7735922 46.3156299);Agricampeggio Ai Gaggi;camp_site;;Claiano di Pellizzano;38020;3;;;;https://www.aigaggi.com/;+39 0463 89 00 62;info@aigaggi.com
3096744951;46.3149489;11.1523097;POINT (11.1523097 46.3149489);Rifugio Predaia «ai Todes ci»;alpine_hut;Località Predaia;Tres;38010;;;;Todeschi S.r.l.;http://www.rifugiopredaia.com;+39 0463 463138;rifugiopredaia@tiscali.it
3101758143;46.0353564;11.1264783;POINT (11.1264783 46.0353564);Al Marinaio;hotel;Via dei Marinai d'Italia;Trento;38123;28;;;Groff Giovanni S.R.L.;http://www.almarinaio.eu/;+39 0461 933053;info@almarinaio.eu
3110555132;46.0511303;11.1123839;POINT (11.1123839 46.0511303);Sporting Trento;hotel;Via Roberto da Sanseverino;Trento;38123;125;;;;https://hotelsportingtrento.it/;+39 0461 391215;info@sportingtrento.it
3125773784;46.3317382;10.878995;POINT (10.878995 46.3317382);Belfiore;hotel;;;;;;;;;;
3125922218;46.3329579;10.8798755;POINT (10.8798755 46.3329579);B&B Alle Meridiane;guest_house;;;;;;;;;;
3126430606;46.3090347;10.7572915;POINT (10.7572915 46.3090347);Bontempelli;guest_house;Via Simone Lenner;Pellizzano;38020;20;;;;https://www.jagerhaus.it/;;
3127246069;46.3337319;10.8805677;POINT (10.8805677 46.3337319);Casa Gregori;guest_house;Via Borgo;Monclassico;38020;50;;;;;;
3127439548;46.3332929;10.8877543;POINT (10.8877543 46.3332929);B&B Nido delle Aquile;guest_house;;;;;;;;;;
3138146062;46.2854337;10.8678652;POINT (10.8678652 46.2854337);Malga Bassa di Presson;alpine_hut;;;;;;;ASUC di Presson;http://www.comune.monclassico.tn.it/page.php?c=24;+39 0463 974183;asuc@comune.monclassico.tn.it
3138470379;46.2810552;10.8571771;POINT (10.8571771 46.2810552);Malga Alta di Presson;alpine_hut;;;;;;;ASUC di Presson;http://www.comune.monclassico.tn.it/page.php?c=24;+39 0463 974183;asuc@comune.monclassico.tn.it
3144060413;46.0150398;11.2957681;POINT (11.2957681 46.0150398);Bellavista Relax Hotel;hotel;Viale Vittorio Emanuele;Levico Terme;38056;7;;;;https://www.bellavistarelax.it;;
3162899566;46.4139504;11.1724317;POINT (11.1724317 46.4139504);Mas Da La Val;guest_house;;;;;regional;;;;;
3179583778;46.0346111;11.1453149;POINT (11.1453149 46.0346111);Agritur Maso San Rocco;guest_house;Via Galassa;Trento;38123;86;regional;;;;+39 0461 922785;
3283826287;46.2639922;11.8021282;POINT (11.8021282 46.2639922);Hotel Regina;hotel;;;;;;;;;;
3283832445;46.2624586;11.8030448;POINT (11.8030448 46.2624586);Excelsior Hotel Cimone;hotel;;;;;;;;;;
3283832446;46.2625221;11.8026057;POINT (11.8026057 46.2625221);Hotel Margherita;hotel;;;;;;;;;;
3317504695;45.8839736;10.9698623;POINT (10.9698623 45.8839736);Capanna Biaena;alpine_hut;;;;;;;SAT Val di Gresta;;;
3326954521;45.7591908;11.0020116;POINT (11.0020116 45.7591908);Shangri-La;hotel;;;;;;;;;;
3348535604;46.355348;10.6927804;POINT (10.6927804 46.355348);BaitaScaia;guest_house;;;;;;;;;;
3382973251;46.0685549;11.2401625;POINT (11.2401625 46.0685549);Agritur Bortolotti;hotel;Via Montesei;Pergine Valsugana;38057;2-4;;;famiglia Bortolotti;http://www.agriturbortolotti.it;+39 0461 530125;
3390668787;45.882057;11.1986209;POINT (11.1986209 45.882057);Hotel Grizzly;hotel;;;;;;;;;+39 0464 721517;vacanze@hotelgrizzly.it
3390922220;46.3031648;10.8585111;POINT (10.8585111 46.3031648);Hotel Selva;hotel;;;;;;;;;;
3390945330;46.305149;10.8630847;POINT (10.8630847 46.305149);Hotel Folgarida;hotel;Strada dei Brenzi;;;42;;;;;;
3390946629;46.304708;10.861301;POINT (10.861301 46.304708);Hotel Renzi;hotel;;;;;;;;;;
3434318063;46.3483926;11.0891645;POINT (11.0891645 46.3483926);Hotel Sport;hotel;Via delle Antiche Fontane;Coredo;38012;6;;;;https://hotelsportcoredo.com/;+39 0463536108;info@hotelsportcoredo.com
3439623930;46.4276951;11.158111;POINT (11.158111 46.4276951);Villa Orso Grigio;hotel;Via Regole;Ronzone;38010;12;;;;https://www.orsogrigio.it/;+39 0463 880559;
3521657787;46.0270918;11.2295212;POINT (11.2295212 46.0270918);Albergo Valcanover;hotel;Via di Mezzo Lago;Pergine Valsugana;38057;3;;;;http://www.albergovalcanover.it;+39 0461 548 037;albergo.valcanover@virgilio.it
3623163147;46.2641045;11.8012675;POINT (11.8012675 46.2641045);Hotel Alpino;hotel;Via Passo Rolle;San Martino di Castrozza;38054;239;;;;;+39 0439 768881;
3635266770;45.9099759;10.8137468;POINT (10.8137468 45.9099759);Casa delle Tre Fonti;chalet;;;;;;;Agnes & Harald Wolter;https://www.ferienwohnungen.de/cgi-bin/eigene-homepage.cgi?LinkID=12965;+49 2485 911085;
3658626297;45.9348481;11.2530494;POINT (11.2530494 45.9348481);Hotel al Lago;hotel;;;;;;;;;;
3683404313;46.2901586;10.813209;POINT (10.813209 46.2901586);Rifugio Orti;alpine_hut;;;;;;;;;;
3689782050;45.9381091;11.2591108;POINT (11.2591108 45.9381091);Nido Verde;hotel;;;;;;;;https://nidoverde.it/;;
3689784981;45.9405937;11.2681873;POINT (11.2681873 45.9405937);Monteverde;hotel;;;;;;;;;;
3710687730;46.1417925;11.0991668;POINT (11.0991668 46.1417925);Agritur Piffer B&B;guest_house;Località Torbisi;Lavis;38015;3/1;;;Famiglia Piffer;https://www.agriturpiffer.com/;+39 335 5725649;info@agriturpiffer.com
3718861628;46.071251;11.4921408;POINT (11.4921408 46.071251);Le Rose - Ristorante Bed & Breakfast;guest_house;Via Diciotto Settembre;Carzano;38050;35;italian;;Capra Giovanni;http://le-rose.it/;+39 347 829 4212;
3718988002;46.3406951;11.5374115;POINT (11.5374115 46.3406951);Hotel Lo Scoiattolo;hotel;;;;;;;;;;
3727868209;46.28848;11.539339;POINT (11.539339 46.28848);Casa Fipinger;guest_house;Via Costa;Panchià;38030;30;;;;http://www.bbcasafipinger.it/;+39 348 7462414;info@bbcasafipinger.it
3740021763;46.4093619;11.0105414;POINT (11.0105414 46.4093619);Agritur Monte Pin;chalet;Frazione Preghena;Livo;38020;49;;;;https://www.agriturmontepin.it/;+39 0463 535033;
3785837254;46.3765141;11.6591733;POINT (11.6591733 46.3765141);Central Hotel;hotel;Strada Luigi Heilmann;Moena;38035;4;;;;https://www.centralhotel.it/;+39 0462 573228;INFO@CENTRALHOTEL.IT
3785837255;46.3763308;11.6589552;POINT (11.6589552 46.3763308);Hotel de Ville;hotel;;;;;;;;http://www.hotel-deville.it/;+39 0462 573338;prenotazioni@hotel-deville.it
3785865216;46.3762722;11.6585455;POINT (11.6585455 46.3762722);Hotel Cavalletto;hotel;Strada De Fachin;Moena;38035;1;;;;https://www.hotelcavalletto.it/;+39 335 250766;info@hotelcavalletto.it
3803736242;46.0115326;11.1395582;POINT (11.1395582 46.0115326);Villa Bertagnolli;hotel;;;;;italian;;;;;
3805887814;46.0717727;11.4929438;POINT (11.4929438 46.0717727);Agritur Capra Mauro;guest_house;;;;;;;;http://www.agriturvalsugana.it/;;
3817179746;46.0797876;11.125318;POINT (11.125318 46.0797876);B&B Il Giardino;guest_house;Via della Spalliera;Trento;38121;1;;;;http://www.bbgiardino.it;+39 0461 1865105;info@bbgiardino.it
3884400213;46.2904824;11.4341186;POINT (11.4341186 46.2904824);Centro Vacanze Veronza;hotel;Piazza Dolomiti;Carano;38033;;;;Veronza Clubres;;;
3887283108;46.3246182;10.8753971;POINT (10.8753971 46.3246182);Hotel Dolomiti;hotel;;;;;;;;http://www.alphoteldolomiti.com/;;
3887703011;46.2558677;11.0818381;POINT (11.0818381 46.2558677);Abete Rosso;guest_house;;;;;;;;http://www.abete-rosso.it/;;info@abete-rosso.it
3917212935;46.0544739;11.4593878;POINT (11.4593878 46.0544739);1775 Locanda in Borgo;guest_house;Corso Ausugum;Borgo Valsugana;38051;90;;;Strutture immobiliari S.R.L.;https://locandainborgo.it/;+39 0461 757103;info@locandainborgo.it
3932008633;46.4198078;11.6702191;POINT (11.6702191 46.4198078);Hotel Catinaccio;hotel;Piaz Massar;Vigo di Fassa;38039;12;;;;https://www.hotelcatinaccio.com/;;info@hotelcatinaccio.com
3981788253;46.0932749;11.5366372;POINT (11.5366372 46.0932749);Malga Tizzon;chalet;;;;;;;;;;
3997617088;46.3561499;10.6666009;POINT (10.6666009 46.3561499);Hotel Santa Maria;hotel;;;;;;;;https://www.hotelsantamaria.it/;;
3997900667;46.3547094;10.6644447;POINT (10.6644447 46.3547094);Hotel Albergo Milano;hotel;;;;;;;;http://www.hotelmilano.to;;
3997900668;46.3560741;10.6636212;POINT (10.6636212 46.3560741);Hotel Albergo Sporting;hotel;;;;;;;;https://www.albergosporting.it/;;
