id;latitude;longitude;geometry;name;street;city;postcode;housenumber;website;phone;email;type
11461547291;45.8692716;10.7460822;POINT (10.7460822 45.8692716);Casa Max;Via Val Maria;Ledro;38067;11;;;;apartment
11461775178;45.8710104;10.7422414;POINT (10.7422414 45.8710104);Haus Brigitte;Via val Maria;Ledro;38067;;https://hausbrigitte-ledro.com/;;;apartment
11461775179;45.8698423;10.7412952;POINT (10.7412952 45.8698423);Casa Civettini;Via val Maria;Ledro;38067;157;;;;apartment
11462178875;45.8691873;10.745387;POINT (10.745387 45.8691873);Casa Pippi;Via val Maria;Ledro;38067;49;;;;apartment
11462197225;45.8677544;10.7458519;POINT (10.7458519 45.8677544);Casa Pineta;Via Malga Cita;Ledro;38067;;;;;apartment
11462235631;45.866216;10.7456308;POINT (10.7456308 45.866216);Casa Dazio;Via Casarino;Ledro;38067;;https://www.cadelbepi.com;;;apartment
11462235632;45.8763068;10.743534;POINT (10.743534 45.8763068);Casa Maria;Via val Maria;Ledro;38067;;https://www.cadelbepi.com;;;apartment
11462235633;45.8705365;10.744074;POINT (10.744074 45.8705365);Bungalow al Lago;Via val Maria;Ledro;38067;97;;;;apartment
11493908486;45.8683846;10.7756028;POINT (10.7756028 45.8683846);Green Garden;Via delle Decime;Ledro;38067;3;;;;apartment
11493908492;45.8667426;10.7640952;POINT (10.7640952 45.8667426);Chalet Monica;Località Me;Ledro;38067;1;;;;apartment
11504208389;45.8938502;10.6841979;POINT (10.6841979 45.8938502);Ca' Leonardi;;Ledro;38067;13;;;;apartment
11507241492;45.8929572;10.6901121;POINT (10.6901121 45.8929572);Casa Anita;Via Giuseppe Garibaldi;Ledro;38067;76;;;;apartment
11509486736;45.8859941;10.698076;POINT (10.698076 45.8859941);Villaggio Santa Lucia;Via Santa Lucia;Ledro;38067;32;http://www.villaggiosantalucialedro.it;+39 347 1975288;;apartment
11509964972;45.8902693;10.6916964;POINT (10.6916964 45.8902693);Casa Sant'Isep;Via Monsignor Mario Ferrari;Ledro;38067;17;;;;apartment
11510439659;45.8948636;10.7084225;POINT (10.7084225 45.8948636);Residence ai Tovi;Via Tovi;Ledro;38067;48;;+39 0464 590150;;apartment
11512657767;45.8964074;10.7156338;POINT (10.7156338 45.8964074);Ca' mea Dina;Via Tovi;Ledro;38067;12;https://www.cameadina.com/it;+39 0464 592117;;apartment
11512669963;45.8964574;10.7136527;POINT (10.7136527 45.8964574);Casa Teresa;Via Tovi;Ledro;38067;27;;;;apartment
11512675631;45.8961006;10.7157835;POINT (10.7157835 45.8961006);Casa Mora;;Ledro;38067;9;;;;apartment
11512720399;45.8964783;10.7120397;POINT (10.7120397 45.8964783);Residence Alessio;Via Giacomo Cis;Ledro;38067;15;https://www.residencealessio.it/it;;info@residencealessio.it;apartment
11518961570;45.8996929;10.7239634;POINT (10.7239634 45.8996929);Guesthouse Ledro;Via Venezia;Ledro;38067;6;;;;apartment
11524123048;45.9030921;10.7260738;POINT (10.7260738 45.9030921);Casa Meri;Via Doghen;Ledro;38067;15;;;;apartment
11524440571;45.8990466;10.7257372;POINT (10.7257372 45.8990466);Koi House;Via San Marco;Ledro;38067;13;;;;apartment
11524488247;45.8988188;10.7255584;POINT (10.7255584 45.8988188);Casa Rosella;Via San Marco;Ledro;38067;14;;;;apartment
11525108304;45.8664085;10.8061807;POINT (10.8061807 45.8664085);Ca Seli;Via Cantodori;Ledro;38067;1;;;;apartment
11527084051;45.9065914;10.7279003;POINT (10.7279003 45.9065914);Cà Alice;Via Bonomelli;Ledro;38067;1;;+39 0464 591322;sierraledro@Yahoo.it;apartment
11527100259;45.9070827;10.7275271;POINT (10.7275271 45.9070827);Casa Maria;Via Bonomelli;Ledro;38067;22;;;;apartment
11527818440;45.9066128;10.7287744;POINT (10.7287744 45.9066128);Casa Ester;Via dei Concei;Ledro;38067;36;;+39 0464 590031;casaestervallediledro@gmail.com;apartment
11530557129;45.9054681;10.72871;POINT (10.72871 45.9054681);Casa Miravalle;Piazza indipendenza;;;11;;;;apartment
11530672622;45.926043;10.7304652;POINT (10.7304652 45.926043);Rustico Pastoria;;Ldro;38067;;;;;apartment
11530672623;45.9260402;10.7303765;POINT (10.7303765 45.9260402);Chalet Verde;;Ldro;38067;;;;;apartment
11530672624;45.9258116;10.7304027;POINT (10.7304027 45.9258116);Chalet Rosso;;Ldro;38067;;;;;apartment
11530672625;45.9258284;10.7302899;POINT (10.7302899 45.9258284);Chalet Arancio;;Ldro;38067;;;;;apartment
11530678291;45.906275;10.7287244;POINT (10.7287244 45.906275);La Fisarmonica;Via dei Concei;Ledro;38067;21;;;;apartment
11530678292;45.9064243;10.7295385;POINT (10.7295385 45.9064243);Residenza al Castello;Via Castello;Ledro;38067;7;https://www.lakeproject.it/;+39 0464 590150;email@lakeproject.it;apartment
11535080441;45.9147663;10.7262446;POINT (10.7262446 45.9147663);Garnì dal Mozat;Via Mario Bianchi;Lenzumo;38067;26;http://www.dalmozat.it/;+39 0464 591040;leder@dalmozat.it;apartment
11542449892;45.9213688;10.7327597;POINT (10.7327597 45.9213688);Chalet Beatrice;;Ledro;38067;;https://it.vallediledro.net;;info@vallediledro.net;apartment
11542449893;45.9313887;10.735671;POINT (10.735671 45.9313887);Chalet Palò;;Ledro;38067;;http://www.chalet-palo.it;+39 0464 591794;michisarti@virgilio.it;apartment
11559805530;45.9059304;10.8867066;POINT (10.8867066 45.9059304);Pratosaiano Holiday;Località Dossi;Arco;38062;4;https://www.pratosaiano.com/;+39 348 9999888;info@fanum.it;apartment
11594850665;45.9036406;10.8891563;POINT (10.8891563 45.9036406);Casa al fico;;Arco;38062;;;;;apartment
11619347846;45.9200719;10.8909354;POINT (10.8909354 45.9200719);Residenza Klima House;;Arco;38062;14;https://www.residenzaklimahouse.it/;+39 0464 518922;info@residenzaklimahouse.it;apartment
11623512462;45.9200735;10.8996778;POINT (10.8996778 45.9200735);Agritur La Terra;Via Cappuccini;Arco di Trento;38062;6;https://www.agriturlaterra.it/;+39 0464 357695;contact@agriturlaterra.it;apartment
11745848215;45.9273837;10.8817331;POINT (10.8817331 45.9273837);Residenza Mariella;Via alle Fontane di Làghel;Arco;38062;7;;;;apartment
11813794619;45.8839029;10.8383105;POINT (10.8383105 45.8839029);Exclusive Suites Riva;;;;;;;;apartment
11837596943;45.925989;10.8974959;POINT (10.8974959 45.925989);B&B Ruth;Via Scaletta;Arco;38062;5;;;;apartment
11846821185;46.1552633;11.7337775;POINT (11.7337775 46.1552633);Casa Maria;;;;;;;;apartment
11906572483;45.9141082;10.9175799;POINT (10.9175799 45.9141082);Arco Mountain Life;Località Gazzi;Arco;38062;73;;;;apartment
11907061004;45.9053327;10.9303048;POINT (10.9303048 45.9053327);Vello d'Arco;Località Gazzi;Arco;38062;;;;;apartment
11927577666;45.9104797;10.9034492;POINT (10.9034492 45.9104797);Residenza Cinisca;Via Giuseppe Mazzini;Arco;38062;5c;https://www.residenza-cinisca.com;;info@residenza-cinisca.com;apartment
11928192251;45.9170854;10.8904947;POINT (10.8904947 45.9170854);Arco Home;Via Canale;Arco;38062;14a;;;;apartment
11928192252;45.9171601;10.8892206;POINT (10.8892206 45.9171601);Casa Torboli;Via Fitta;Arco;38062;21L;;;;apartment
11928198803;45.9176163;10.8927865;POINT (10.8927865 45.9176163);Residenza San Rocco;Via Indipendenza;Arco;38062;2;https://www.residenzasanrocco.it;+39 0464 518922;info@residenzasanrocco.it;apartment
11928198804;45.917203;10.8928641;POINT (10.8928641 45.917203);Palazzo Oltre;;Arco;38062;6;https://www.palazzooltre.it/;+39 339 3399166;info@palazzooltre.it;apartment
11956376243;45.8884213;11.039346;POINT (11.039346 45.8884213);Ocra;;;;;;;;apartment
11989730057;45.8980623;10.9746247;POINT (10.9746247 45.8980623);Chalet La Baita Bordala;Via Case Sparse;Ronzo-Chienis;38060;63;https://baitabordala.com;+39 0464 802999;baitabordala@yahoo.it;apartment
12006240099;45.8695679;10.9388324;POINT (10.9388324 45.8695679);Casa San Felice;Via 22 Maggio;Valle San Felice;38065;5;;;mara.bottanelli@libero.it;apartment
12006306368;45.868944;10.9382425;POINT (10.9382425 45.868944);Le Cort Agriturismo;;Valle San Felice;38065;5;;+39 0464 802022;;apartment
12016594103;45.8605179;10.9389564;POINT (10.9389564 45.8605179);Cà Fabiani;Località Piantim;Mori;38065;;http://www.cafabiani.it/;;info@cafabiani.it;apartment
12017159650;45.8699378;10.9425539;POINT (10.9425539 45.8699378);B&B Arpa di Pietra;Località Pizzole;Valle San Felice;38065;9;https://www.arpadipietra.it/;;info@arpadipietra.it;apartment
12090147977;45.845977;10.9503497;POINT (10.9503497 45.845977);Appartamento nel verde;;Mori;38065;42;;;;apartment
12104094537;45.8380424;10.9528924;POINT (10.9528924 45.8380424);Casa Liu;Via Loppio;Castione;38060;1;;+39 339 6466628;bergaminicristian@yahoo.it;apartment
12231203820;46.065623;11.1231248;POINT (11.1231248 46.065623);yugogo;Via Giuseppe Mazzini;Trento;38122;43;https://www.yugogo.it/;;;apartment
12336883323;45.9447295;11.2657982;POINT (11.2657982 45.9447295);Enzo & Rossella;;;;;;;;apartment
12385090265;46.2271743;10.8266037;POINT (10.8266037 46.2271743);CasaGrotti;;;;;https://www.casagrotti.eu/;;;apartment
12496944591;46.0553082;11.4543778;POINT (11.4543778 46.0553082);Balconi Rossi;;;;;;;;apartment
12498763235;46.0530709;11.4574398;POINT (11.4574398 46.0530709);B&B al Gatto Nero;;;;;;;;apartment
12498778716;46.055813;11.4521059;POINT (11.4521059 46.055813);Appartamento la bella vista;;;;;;;;apartment
12498781244;46.0548928;11.4515715;POINT (11.4515715 46.0548928);Lunar Room and Breakfast;;;;;;;;apartment
12507844090;46.0539649;11.4571315;POINT (11.4571315 46.0539649);Ausugum Apartments;;;;;;;;apartment
12507853807;46.0525714;11.4583722;POINT (11.4583722 46.0525714);Appartamento Via Fratelli;;;;;;;;apartment
12507854701;46.0531946;11.4573877;POINT (11.4573877 46.0531946);Casa Titti;;;;;;;;apartment
12507861598;46.0531961;11.4587426;POINT (11.4587426 46.0531961);Appartamenti Il Gufo Vacanze;;;;;;;;apartment
12507870066;46.0535183;11.4573654;POINT (11.4573654 46.0535183);Piccola Venezia;;;;;;;;apartment
