,Municipality,ref: ISTAT,year,Waste type,Quantity,category
2007,22184.0,4022184,2014,Paper and Cardboard (t),"21,738",2.0
2008,,4022185,2014,Paper and Cardboard (t),"66,635",2.0
2009,,4022186,2014,Paper and Cardboard (t),"201,951",2.0
2010,,4022187,2014,Paper and Cardboard (t),"124,544",2.0
2011,22188.0,4022188,2014,Paper and Cardboard (t),"102,853",2.0
2012,22189.0,4022189,2014,Paper and Cardboard (t),"29,678",2.0
2013,22190.0,4022190,2014,Paper and Cardboard (t),"74,100",2.0
2014,22191.0,4022191,2014,Paper and Cardboard (t),"101,322",2.0
2015,,4022192,2014,Paper and Cardboard (t),"117,487",2.0
2016,22193.0,4022193,2014,Paper and Cardboard (t),"27,518",2.0
2017,,4022194,2014,Paper and Cardboard (t),"21,705",2.0
2018,22195.0,4022195,2014,Paper and Cardboard (t),"31,651",2.0
2019,22196.0,4022196,2014,Paper and Cardboard (t),"289,187",2.0
2020,22199.0,4022199,2014,Paper and Cardboard (t),"418,940",2.0
2021,22200.0,4022200,2014,Paper and Cardboard (t),"88,521",2.0
2022,,4022201,2014,Paper and Cardboard (t),"159,570",2.0
2023,22202.0,4022202,2014,Paper and Cardboard (t),"34,442",2.0
2024,22203.0,4022203,2014,Paper and Cardboard (t),"67,496",2.0
2025,,4022204,2014,Paper and Cardboard (t),"208,642",2.0
2026,22205.0,4022205,2014,Paper and Cardboard (t),"9.935,876",2.0
2027,,4022206,2014,Paper and Cardboard (t),"54,459",2.0
2028,,4022207,2014,Paper and Cardboard (t),"160,567",2.0
2029,,4022208,2014,Paper and Cardboard (t),"8,405",2.0
2030,22209.0,4022209,2014,Paper and Cardboard (t),"44,525",2.0
2031,22210.0,4022210,2014,Paper and Cardboard (t),"69,660",2.0
2032,,4022211,2014,Paper and Cardboard (t),"93,825",2.0
2033,,4022212,2014,Paper and Cardboard (t),"85,069",2.0
2034,22213.0,4022213,2014,Paper and Cardboard (t),"139,040",2.0
2035,,4022214,2014,Paper and Cardboard (t),"52,302",2.0
2036,,4022215,2014,Paper and Cardboard (t),"147,242",2.0
2037,,4022216,2014,Paper and Cardboard (t),"15,084",2.0
2038,,4022217,2014,Paper and Cardboard (t),"153,511",2.0
2039,,4022220,2014,Paper and Cardboard (t),"24,173",2.0
2040,,4022219,2014,Paper and Cardboard (t),"158,994",2.0
2041,,4022221,2014,Paper and Cardboard (t),"41,087",2.0
2042,22222.0,4022222,2014,Paper and Cardboard (t),"248,634",2.0
2043,,4022223,2014,Paper and Cardboard (t),"27,096",2.0
2044,22224.0,4022224,2014,Paper and Cardboard (t),"195,366",2.0
2045,,4022225,2014,Paper and Cardboard (t),"118,690",2.0
2046,22226.0,4022226,2014,Paper and Cardboard (t),"183,066",2.0
2047,,4022227,2014,Paper and Cardboard (t),"28,282",2.0
2048,22001.0,4022001,2015,Paper and Cardboard (t),"486,672",2.0
2049,22002.0,4022002,2015,Paper and Cardboard (t),"76,909",2.0
2050,22003.0,4022003,2015,Paper and Cardboard (t),"155,864",2.0
2051,,4022004,2015,Paper and Cardboard (t),"18,697",2.0
2052,22005.0,4022005,2015,Paper and Cardboard (t),"257,591",2.0
2053,22006.0,4022006,2015,Paper and Cardboard (t),"1.109,844",2.0
2054,22007.0,4022007,2015,Paper and Cardboard (t),"231,749",2.0
2055,,4022009,2015,Paper and Cardboard (t),"430,198",2.0
2056,22011.0,4022011,2015,Paper and Cardboard (t),"118,391",2.0
2057,22013.0,4022013,2015,Paper and Cardboard (t),"127,324",2.0
2058,22015.0,4022015,2015,Paper and Cardboard (t),"25,291",2.0
2059,22017.0,4022017,2015,Paper and Cardboard (t),"122,038",2.0
2060,22018.0,4022018,2015,Paper and Cardboard (t),"35,648",2.0
2061,,4022019,2015,Paper and Cardboard (t),"24,244",2.0
2062,,4022020,2015,Paper and Cardboard (t),"50,673",2.0
2063,22021.0,4022021,2015,Paper and Cardboard (t),"48,693",2.0
2064,22022.0,4022022,2015,Paper and Cardboard (t),"414,607",2.0
2065,,4022023,2015,Paper and Cardboard (t),"60,076",2.0
2066,,4022024,2015,Paper and Cardboard (t),"48,555",2.0
2067,22025.0,4022025,2015,Paper and Cardboard (t),"273,026",2.0
2068,22026.0,4022026,2015,Paper and Cardboard (t),"16,424",2.0
2069,,4022027,2015,Paper and Cardboard (t),"50,721",2.0
2070,,4022028,2015,Paper and Cardboard (t),"8,673",2.0
2071,22029.0,4022029,2015,Paper and Cardboard (t),"75,122",2.0
2072,,4022030,2015,Paper and Cardboard (t),"22,234",2.0
2073,,4022031,2015,Paper and Cardboard (t),"98,773",2.0
2074,22032.0,4022032,2015,Paper and Cardboard (t),"147,930",2.0
2075,22033.0,4022033,2015,Paper and Cardboard (t),"36,887",2.0
2076,22034.0,4022034,2015,Paper and Cardboard (t),"280,573",2.0
2077,22035.0,4022035,2015,Paper and Cardboard (t),"83,956",2.0
2078,22036.0,4022036,2015,Paper and Cardboard (t),"98,305",2.0
2079,22037.0,4022037,2015,Paper and Cardboard (t),"95,568",2.0
2080,22038.0,4022038,2015,Paper and Cardboard (t),"123,791",2.0
2081,22039.0,4022039,2015,Paper and Cardboard (t),"280,300",2.0
2082,22040.0,4022040,2015,Paper and Cardboard (t),"49,603",2.0
2083,,4022041,2015,Paper and Cardboard (t),"154,884",2.0
2084,22042.0,4022042,2015,Paper and Cardboard (t),"142,253",2.0
2085,22043.0,4022043,2015,Paper and Cardboard (t),"26,664",2.0
2086,22045.0,4022045,2015,Paper and Cardboard (t),"16,868",2.0
2087,,4022046,2015,Paper and Cardboard (t),"44,089",2.0
2088,22048.0,4022048,2015,Paper and Cardboard (t),"81,618",2.0
2089,22047.0,4022047,2015,Paper and Cardboard (t),"208,657",2.0
2090,22049.0,4022049,2015,Paper and Cardboard (t),"64,648",2.0
2091,22050.0,4022050,2015,Paper and Cardboard (t),"438,312",2.0
2092,22051.0,4022051,2015,Paper and Cardboard (t),"86,662",2.0
2093,22052.0,4022052,2015,Paper and Cardboard (t),"44,126",2.0
2094,22053.0,4022053,2015,Paper and Cardboard (t),"187,179",2.0
2095,22054.0,4022054,2015,Paper and Cardboard (t),"7,956",2.0
2096,,4022055,2015,Paper and Cardboard (t),"116,196",2.0
2097,,4022056,2015,Paper and Cardboard (t),"47,493",2.0
2098,,4022057,2015,Paper and Cardboard (t),"29,025",2.0
2099,22058.0,4022058,2015,Paper and Cardboard (t),"38,361",2.0
2100,22059.0,4022059,2015,Paper and Cardboard (t),"19,943",2.0
2101,22060.0,4022060,2015,Paper and Cardboard (t),"20,213",2.0
2102,22061.0,4022061,2015,Paper and Cardboard (t),"284,677",2.0
2103,22062.0,4022062,2015,Paper and Cardboard (t),"445,375",2.0
2104,,4022063,2015,Paper and Cardboard (t),"46,048",2.0
2105,22228.0,4022228,2015,Paper and Cardboard (t),"259,648",2.0
2106,22064.0,4022064,2015,Paper and Cardboard (t),"73,795",2.0
2107,,4022066,2015,Paper and Cardboard (t),"103,326",2.0
2108,22068.0,4022068,2015,Paper and Cardboard (t),"36,690",2.0
2109,,4022069,2015,Paper and Cardboard (t),"41,752",2.0
2110,,4022070,2015,Paper and Cardboard (t),"62,040",2.0
2111,22071.0,4022071,2015,Paper and Cardboard (t),"28,109",2.0
2112,,4022073,2015,Paper and Cardboard (t),"21,512",2.0
2113,22074.0,4022074,2015,Paper and Cardboard (t),"82,683",2.0
2114,,4022075,2015,Paper and Cardboard (t),"157,434",2.0
2115,,4022076,2015,Paper and Cardboard (t),"22,423",2.0
2116,22078.0,4022078,2015,Paper and Cardboard (t),"33,730",2.0
2117,22079.0,4022079,2015,Paper and Cardboard (t),"291,587",2.0
2118,,4022080,2015,Paper and Cardboard (t),"50,019",2.0
2119,22081.0,4022081,2015,Paper and Cardboard (t),"100,144",2.0
2120,,4022082,2015,Paper and Cardboard (t),"48,667",2.0
2121,,4022083,2015,Paper and Cardboard (t),"81,404",2.0
2122,,4022084,2015,Paper and Cardboard (t),"48,614",2.0
2123,,4022085,2015,Paper and Cardboard (t),"35,064",2.0
2124,,4022086,2015,Paper and Cardboard (t),"36,067",2.0
2125,22087.0,4022087,2015,Paper and Cardboard (t),"288,413",2.0
2126,,4022088,2015,Paper and Cardboard (t),"110,918",2.0
2127,22089.0,4022089,2015,Paper and Cardboard (t),"94,765",2.0
2128,,4022090,2015,Paper and Cardboard (t),"27,970",2.0
2129,22091.0,4022091,2015,Paper and Cardboard (t),"22,911",2.0
2130,22092.0,4022092,2015,Paper and Cardboard (t),"124,332",2.0
2131,22093.0,4022093,2015,Paper and Cardboard (t),"80,859",2.0
2132,,4022094,2015,Paper and Cardboard (t),"8,761",2.0
2133,22095.0,4022095,2015,Paper and Cardboard (t),"117,523",2.0
2134,,4022096,2015,Paper and Cardboard (t),"19,815",2.0
2135,22097.0,4022097,2015,Paper and Cardboard (t),"90,023",2.0
2136,22098.0,4022098,2015,Paper and Cardboard (t),"189,292",2.0
2137,,4022099,2015,Paper and Cardboard (t),"17,815",2.0
2138,,4022100,2015,Paper and Cardboard (t),"17,551",2.0
2139,,4022101,2015,Paper and Cardboard (t),"69,311",2.0
2140,22102.0,4022102,2015,Paper and Cardboard (t),"136,312",2.0
2141,22103.0,4022103,2015,Paper and Cardboard (t),"845,118",2.0
2142,22229.0,4022229,2015,Paper and Cardboard (t),"443,002",2.0
2143,22104.0,4022104,2015,Paper and Cardboard (t),"702,868",2.0
2144,,4022105,2015,Paper and Cardboard (t),"34,938",2.0
2145,22106.0,4022106,2015,Paper and Cardboard (t),"55,269",2.0
2146,22108.0,4022108,2015,Paper and Cardboard (t),"48,658",2.0
2147,,4022109,2015,Paper and Cardboard (t),"24,005",2.0
2148,,4022110,2015,Paper and Cardboard (t),"169,759",2.0
2149,,4022111,2015,Paper and Cardboard (t),"43,078",2.0
2150,22112.0,4022112,2015,Paper and Cardboard (t),"9,493",2.0
2151,22113.0,4022113,2015,Paper and Cardboard (t),"49,000",2.0
2152,22114.0,4022114,2015,Paper and Cardboard (t),"111,501",2.0
2153,22115.0,4022115,2015,Paper and Cardboard (t),"127,575",2.0
2154,22116.0,4022116,2015,Paper and Cardboard (t),"451,790",2.0
2155,22117.0,4022117,2015,Paper and Cardboard (t),"639,589",2.0
2156,22118.0,4022118,2015,Paper and Cardboard (t),"261,117",2.0
2157,22120.0,4022120,2015,Paper and Cardboard (t),"151,045",2.0
2158,,4022121,2015,Paper and Cardboard (t),"50,859",2.0
2159,,4022122,2015,Paper and Cardboard (t),"17,346",2.0
2160,22123.0,4022123,2015,Paper and Cardboard (t),"585,605",2.0
2161,22124.0,4022124,2015,Paper and Cardboard (t),"281,998",2.0
2162,,4022125,2015,Paper and Cardboard (t),"37,773",2.0
2163,,4022126,2015,Paper and Cardboard (t),"73,392",2.0
2164,22127.0,4022127,2015,Paper and Cardboard (t),"110,535",2.0
2165,22128.0,4022128,2015,Paper and Cardboard (t),"100,181",2.0
2166,22129.0,4022129,2015,Paper and Cardboard (t),"53,382",2.0
2167,22130.0,4022130,2015,Paper and Cardboard (t),"38,306",2.0
2168,22131.0,4022131,2015,Paper and Cardboard (t),"60,418",2.0
2169,,4022132,2015,Paper and Cardboard (t),"53,641",2.0
2170,,4022133,2015,Paper and Cardboard (t),"13,776",2.0
2171,,4022134,2015,Paper and Cardboard (t),"79,454",2.0
2172,22136.0,4022136,2015,Paper and Cardboard (t),"152,765",2.0
2173,22137.0,4022137,2015,Paper and Cardboard (t),"57,203",2.0
2174,22138.0,4022138,2015,Paper and Cardboard (t),"29,025",2.0
2175,22139.0,4022139,2015,Paper and Cardboard (t),"1.507,909",2.0
2176,,4022140,2015,Paper and Cardboard (t),"89,121",2.0
2177,22142.0,4022142,2015,Paper and Cardboard (t),"42,436",2.0
2178,22143.0,4022143,2015,Paper and Cardboard (t),"550,709",2.0
2179,22144.0,4022144,2015,Paper and Cardboard (t),"139,745",2.0
2180,,4022145,2015,Paper and Cardboard (t),"259,912",2.0
2181,22230.0,4022230,2015,Paper and Cardboard (t),"472,474",2.0
2182,22147.0,4022147,2015,Paper and Cardboard (t),"461,869",2.0
2183,,4022148,2015,Paper and Cardboard (t),"28,615",2.0
2184,,4022149,2015,Paper and Cardboard (t),"13,112",2.0
2185,22150.0,4022150,2015,Paper and Cardboard (t),"62,154",2.0
2186,,4022151,2015,Paper and Cardboard (t),"105,239",2.0
2187,,4022152,2015,Paper and Cardboard (t),"79,272",2.0
2188,22153.0,4022153,2015,Paper and Cardboard (t),"1.221,250",2.0
2189,,4022154,2015,Paper and Cardboard (t),"39,984",2.0
2190,22155.0,4022155,2015,Paper and Cardboard (t),"103,212",2.0
2191,22156.0,4022156,2015,Paper and Cardboard (t),"147,280",2.0
2192,22157.0,4022157,2015,Paper and Cardboard (t),"24,039",2.0
2193,,4022158,2015,Paper and Cardboard (t),"115,891",2.0
2194,22135.0,4022135,2015,Paper and Cardboard (t),"64,576",2.0
2195,22159.0,4022159,2015,Paper and Cardboard (t),"51,732",2.0
2196,,4022160,2015,Paper and Cardboard (t),"102,551",2.0
2197,22161.0,4022161,2015,Paper and Cardboard (t),"2.781,827",2.0
2198,,4022162,2015,Paper and Cardboard (t),"39,668",2.0
2199,22163.0,4022163,2015,Paper and Cardboard (t),"59,944",2.0
2200,22164.0,4022164,2015,Paper and Cardboard (t),"17,247",2.0
2201,22165.0,4022165,2015,Paper and Cardboard (t),"25,177",2.0
2202,22231.0,4022231,2015,Paper and Cardboard (t),"134,536",2.0
2203,,4022167,2015,Paper and Cardboard (t),"348,545",2.0
2204,,4022168,2015,Paper and Cardboard (t),"78,075",2.0
2205,22169.0,4022169,2015,Paper and Cardboard (t),"60,828",2.0
2206,22170.0,4022170,2015,Paper and Cardboard (t),"60,954",2.0
2207,22171.0,4022171,2015,Paper and Cardboard (t),"81,351",2.0
2208,22172.0,4022172,2015,Paper and Cardboard (t),"67,085",2.0
2209,22173.0,4022173,2015,Paper and Cardboard (t),"30,067",2.0
2210,,4022174,2015,Paper and Cardboard (t),"202,244",2.0
2211,,4022176,2015,Paper and Cardboard (t),"83,505",2.0
2212,22177.0,4022177,2015,Paper and Cardboard (t),"48,647",2.0
2213,,4022178,2015,Paper and Cardboard (t),"29,023",2.0
2214,22179.0,4022179,2015,Paper and Cardboard (t),"124,633",2.0
2215,22180.0,4022180,2015,Paper and Cardboard (t),"82,834",2.0
2216,22181.0,4022181,2015,Paper and Cardboard (t),"44,784",2.0
2217,22182.0,4022182,2015,Paper and Cardboard (t),"103,326",2.0
2218,22183.0,4022183,2015,Paper and Cardboard (t),"322,135",2.0
2219,22184.0,4022184,2015,Paper and Cardboard (t),"59,005",2.0
2220,,4022185,2015,Paper and Cardboard (t),"67,808",2.0
2221,,4022187,2015,Paper and Cardboard (t),"118,940",2.0
2222,22188.0,4022188,2015,Paper and Cardboard (t),"98,933",2.0
2223,22189.0,4022189,2015,Paper and Cardboard (t),"28,917",2.0
2224,22190.0,4022190,2015,Paper and Cardboard (t),"74,939",2.0
2225,22191.0,4022191,2015,Paper and Cardboard (t),"130,013",2.0
2226,,4022192,2015,Paper and Cardboard (t),"112,432",2.0
2227,22193.0,4022193,2015,Paper and Cardboard (t),"25,741",2.0
2228,,4022194,2015,Paper and Cardboard (t),"20,971",2.0
2229,22195.0,4022195,2015,Paper and Cardboard (t),"28,921",2.0
2230,22196.0,4022196,2015,Paper and Cardboard (t),"292,281",2.0
2231,22199.0,4022199,2015,Paper and Cardboard (t),"252,340",2.0
2232,22200.0,4022200,2015,Paper and Cardboard (t),"85,146",2.0
2233,,4022201,2015,Paper and Cardboard (t),"155,593",2.0
2234,22202.0,4022202,2015,Paper and Cardboard (t),"31,809",2.0
2235,22203.0,4022203,2015,Paper and Cardboard (t),"70,091",2.0
2236,,4022204,2015,Paper and Cardboard (t),"197,513",2.0
2237,22205.0,4022205,2015,Paper and Cardboard (t),"9.545,014",2.0
2238,,4022207,2015,Paper and Cardboard (t),"155,449",2.0
2239,,4022208,2015,Paper and Cardboard (t),"8,834",2.0
2240,22232.0,4022232,2015,Paper and Cardboard (t),"89,462",2.0
2241,22209.0,4022209,2015,Paper and Cardboard (t),"41,044",2.0
2242,22210.0,4022210,2015,Paper and Cardboard (t),"66,314",2.0
2243,,4022211,2015,Paper and Cardboard (t),"89,403",2.0
2244,,4022212,2015,Paper and Cardboard (t),"88,248",2.0
2245,22213.0,4022213,2015,Paper and Cardboard (t),"125,885",2.0
2246,,4022215,2015,Paper and Cardboard (t),"139,727",2.0
2247,,4022216,2015,Paper and Cardboard (t),"15,141",2.0
2248,,4022217,2015,Paper and Cardboard (t),"148,738",2.0
2249,,4022220,2015,Paper and Cardboard (t),"40,293",2.0
2250,,4022219,2015,Paper and Cardboard (t),"162,189",2.0
2251,,4022221,2015,Paper and Cardboard (t),"49,302",2.0
2252,22222.0,4022222,2015,Paper and Cardboard (t),"246,656",2.0
2253,,4022223,2015,Paper and Cardboard (t),"72,868",2.0
2254,22224.0,4022224,2015,Paper and Cardboard (t),"189,585",2.0
2255,,4022225,2015,Paper and Cardboard (t),"120,037",2.0
2256,22226.0,4022226,2015,Paper and Cardboard (t),"178,441",2.0
2257,,4022227,2015,Paper and Cardboard (t),"26,087",2.0
2258,22001.0,4022001,2016,Paper and Cardboard (t),"484,813",2.0
2259,22002.0,4022002,2016,Paper and Cardboard (t),"108,575",2.0
2260,22003.0,4022003,2016,Paper and Cardboard (t),"223,927",2.0
2261,22235.0,4022235,2016,Paper and Cardboard (t),"130,305",2.0
2262,,4022236,2016,Paper and Cardboard (t),"361,549",2.0
2263,22237.0,4022237,2016,Paper and Cardboard (t),"41,280",2.0
2264,22005.0,4022005,2016,Paper and Cardboard (t),"290,736",2.0
2265,22006.0,4022006,2016,Paper and Cardboard (t),"1.207,847",2.0
2266,22007.0,4022007,2016,Paper and Cardboard (t),"237,203",2.0
2267,,4022009,2016,Paper and Cardboard (t),"429,554",2.0
2268,22011.0,4022011,2016,Paper and Cardboard (t),"118,736",2.0
2269,22013.0,4022013,2016,Paper and Cardboard (t),"135,222",2.0
2270,22015.0,4022015,2016,Paper and Cardboard (t),"23,853",2.0
2271,22017.0,4022017,2016,Paper and Cardboard (t),"119,739",2.0
2272,22018.0,4022018,2016,Paper and Cardboard (t),"34,269",2.0
2273,22021.0,4022021,2016,Paper and Cardboard (t),"48,648",2.0
2274,22238.0,4022238,2016,Paper and Cardboard (t),"136,001",2.0
2275,22239.0,4022239,2016,Paper and Cardboard (t),"50,396",2.0
2276,22022.0,4022022,2016,Paper and Cardboard (t),"364,895",2.0
2277,22025.0,4022025,2016,Paper and Cardboard (t),"283,715",2.0
2278,22026.0,4022026,2016,Paper and Cardboard (t),"16,784",2.0
2279,,4022027,2016,Paper and Cardboard (t),"52,749",2.0
2280,22029.0,4022029,2016,Paper and Cardboard (t),"72,099",2.0
2281,,4022030,2016,Paper and Cardboard (t),"22,616",2.0
2282,22032.0,4022032,2016,Paper and Cardboard (t),"149,672",2.0
2283,22033.0,4022033,2016,Paper and Cardboard (t),"35,776",2.0
2284,22034.0,4022034,2016,Paper and Cardboard (t),"288,697",2.0
2285,22035.0,4022035,2016,Paper and Cardboard (t),"81,011",2.0
2286,22036.0,4022036,2016,Paper and Cardboard (t),"105,572",2.0
2287,22037.0,4022037,2016,Paper and Cardboard (t),"98,953",2.0
2288,22038.0,4022038,2016,Paper and Cardboard (t),"122,175",2.0
2289,22039.0,4022039,2016,Paper and Cardboard (t),"294,239",2.0
2290,22040.0,4022040,2016,Paper and Cardboard (t),"49,652",2.0
2291,,4022041,2016,Paper and Cardboard (t),"155,935",2.0
2292,22042.0,4022042,2016,Paper and Cardboard (t),"140,234",2.0
2293,22043.0,4022043,2016,Paper and Cardboard (t),"26,601",2.0
2294,22045.0,4022045,2016,Paper and Cardboard (t),"16,395",2.0
2295,22240.0,4022240,2016,Paper and Cardboard (t),"173,969",2.0
2296,,4022046,2016,Paper and Cardboard (t),"44,520",2.0
2297,22048.0,4022048,2016,Paper and Cardboard (t),"78,039",2.0
2298,22047.0,4022047,2016,Paper and Cardboard (t),"208,672",2.0
2299,22049.0,4022049,2016,Paper and Cardboard (t),"54,861",2.0
2300,22050.0,4022050,2016,Paper and Cardboard (t),"443,859",2.0
2301,22051.0,4022051,2016,Paper and Cardboard (t),"90,466",2.0
2302,22052.0,4022052,2016,Paper and Cardboard (t),"48,690",2.0
2303,22053.0,4022053,2016,Paper and Cardboard (t),"221,127",2.0
2304,22054.0,4022054,2016,Paper and Cardboard (t),"7,807",2.0
2305,22241.0,4022241,2016,Paper and Cardboard (t),"180,099",2.0
2306,22058.0,4022058,2016,Paper and Cardboard (t),"52,888",2.0
2307,22059.0,4022059,2016,Paper and Cardboard (t),"21,052",2.0
2308,22060.0,4022060,2016,Paper and Cardboard (t),"20,219",2.0
2309,22061.0,4022061,2016,Paper and Cardboard (t),"283,347",2.0
2310,22062.0,4022062,2016,Paper and Cardboard (t),"455,434",2.0
2311,,4022063,2016,Paper and Cardboard (t),"46,788",2.0
2312,22228.0,4022228,2016,Paper and Cardboard (t),"256,815",2.0
2313,22064.0,4022064,2016,Paper and Cardboard (t),"76,825",2.0
2314,,4022242,2016,Paper and Cardboard (t),"97,788",2.0
2315,22068.0,4022068,2016,Paper and Cardboard (t),"36,633",2.0
2316,,4022070,2016,Paper and Cardboard (t),"63,388",2.0
2317,22071.0,4022071,2016,Paper and Cardboard (t),"28,707",2.0
2318,22074.0,4022074,2016,Paper and Cardboard (t),"84,179",2.0
2319,22233.0,4022233,2016,Paper and Cardboard (t),"204,804",2.0
2320,22078.0,4022078,2016,Paper and Cardboard (t),"52,548",2.0
2321,22079.0,4022079,2016,Paper and Cardboard (t),"310,618",2.0
2322,,4022080,2016,Paper and Cardboard (t),"49,794",2.0
2323,22081.0,4022081,2016,Paper and Cardboard (t),"112,332",2.0
2324,,4022083,2016,Paper and Cardboard (t),"79,558",2.0
2325,,4022085,2016,Paper and Cardboard (t),"34,262",2.0
2326,22087.0,4022087,2016,Paper and Cardboard (t),"285,009",2.0
2327,,4022088,2016,Paper and Cardboard (t),"111,591",2.0
2328,22089.0,4022089,2016,Paper and Cardboard (t),"95,568",2.0
2329,,4022090,2016,Paper and Cardboard (t),"29,661",2.0
2330,22091.0,4022091,2016,Paper and Cardboard (t),"31,821",2.0
2331,22092.0,4022092,2016,Paper and Cardboard (t),"188,938",2.0
2332,22093.0,4022093,2016,Paper and Cardboard (t),"78,751",2.0
2333,22095.0,4022095,2016,Paper and Cardboard (t),"114,958",2.0
2334,22097.0,4022097,2016,Paper and Cardboard (t),"90,510",2.0
2335,22098.0,4022098,2016,Paper and Cardboard (t),"195,917",2.0
2336,22102.0,4022102,2016,Paper and Cardboard (t),"140,578",2.0
2337,22103.0,4022103,2016,Paper and Cardboard (t),"663,085",2.0
2338,22229.0,4022229,2016,Paper and Cardboard (t),"384,672",2.0
2339,22104.0,4022104,2016,Paper and Cardboard (t),"713,810",2.0
2340,22106.0,4022106,2016,Paper and Cardboard (t),"55,147",2.0
2341,22108.0,4022108,2016,Paper and Cardboard (t),"65,558",2.0
2342,,4022109,2016,Paper and Cardboard (t),"20,544",2.0
2343,22243.0,4022243,2016,Paper and Cardboard (t),"215,676",2.0
2344,,4022110,2016,Paper and Cardboard (t),"164,716",2.0
2345,,4022111,2016,Paper and Cardboard (t),"42,122",2.0
2346,22112.0,4022112,2016,Paper and Cardboard (t),"9,339",2.0
2347,22113.0,4022113,2016,Paper and Cardboard (t),"45,019",2.0
2348,22114.0,4022114,2016,Paper and Cardboard (t),"117,259",2.0
2349,22115.0,4022115,2016,Paper and Cardboard (t),"127,452",2.0
2350,22116.0,4022116,2016,Paper and Cardboard (t),"409,107",2.0
2351,22117.0,4022117,2016,Paper and Cardboard (t),"523,944",2.0
2352,22118.0,4022118,2016,Paper and Cardboard (t),"271,643",2.0
2353,22120.0,4022120,2016,Paper and Cardboard (t),"184,150",2.0
2354,22123.0,4022123,2016,Paper and Cardboard (t),"583,246",2.0
2355,22124.0,4022124,2016,Paper and Cardboard (t),"349,840",2.0
2356,,4022126,2016,Paper and Cardboard (t),"102,608",2.0
2357,22127.0,4022127,2016,Paper and Cardboard (t),"114,184",2.0
2358,22128.0,4022128,2016,Paper and Cardboard (t),"100,360",2.0
2359,22129.0,4022129,2016,Paper and Cardboard (t),"57,039",2.0
2360,22130.0,4022130,2016,Paper and Cardboard (t),"42,312",2.0
2361,22131.0,4022131,2016,Paper and Cardboard (t),"63,457",2.0
2362,,4022133,2016,Paper and Cardboard (t),"13,370",2.0
2363,,4022134,2016,Paper and Cardboard (t),"80,281",2.0
2364,22136.0,4022136,2016,Paper and Cardboard (t),"143,636",2.0
2365,22137.0,4022137,2016,Paper and Cardboard (t),"66,111",2.0
2366,22138.0,4022138,2016,Paper and Cardboard (t),"29,162",2.0
2367,22139.0,4022139,2016,Paper and Cardboard (t),"1.536,650",2.0
2368,,4022234,2016,Paper and Cardboard (t),"99,715",2.0
2369,22142.0,4022142,2016,Paper and Cardboard (t),"43,558",2.0
2370,22143.0,4022143,2016,Paper and Cardboard (t),"545,415",2.0
2371,22144.0,4022144,2016,Paper and Cardboard (t),"154,342",2.0
2372,,4022244,2016,Paper and Cardboard (t),"127,399",2.0
2373,,4022145,2016,Paper and Cardboard (t),"275,419",2.0
2374,22230.0,4022230,2016,Paper and Cardboard (t),"485,179",2.0
2375,22147.0,4022147,2016,Paper and Cardboard (t),"467,876",2.0
2376,,4022245,2016,Paper and Cardboard (t),"602,632",2.0
2377,22150.0,4022150,2016,Paper and Cardboard (t),"64,853",2.0
2378,,4022152,2016,Paper and Cardboard (t),"82,624",2.0
2379,22153.0,4022153,2016,Paper and Cardboard (t),"1.231,468",2.0
2380,,4022154,2016,Paper and Cardboard (t),"40,891",2.0
2381,22155.0,4022155,2016,Paper and Cardboard (t),"106,601",2.0
2382,22156.0,4022156,2016,Paper and Cardboard (t),"163,960",2.0
2383,22157.0,4022157,2016,Paper and Cardboard (t),"23,022",2.0
2384,22135.0,4022135,2016,Paper and Cardboard (t),"67,201",2.0
2385,22159.0,4022159,2016,Paper and Cardboard (t),"52,619",2.0
2386,,4022160,2016,Paper and Cardboard (t),"119,551",2.0
2387,22161.0,4022161,2016,Paper and Cardboard (t),"2.763,620",2.0
2388,,4022162,2016,Paper and Cardboard (t),"39,854",2.0
2389,22163.0,4022163,2016,Paper and Cardboard (t),"62,081",2.0
2390,22164.0,4022164,2016,Paper and Cardboard (t),"16,554",2.0
2391,22165.0,4022165,2016,Paper and Cardboard (t),"28,727",2.0
2392,22231.0,4022231,2016,Paper and Cardboard (t),"133,850",2.0
2393,,4022167,2016,Paper and Cardboard (t),"229,820",2.0
2394,,4022168,2016,Paper and Cardboard (t),"76,870",2.0
2395,22169.0,4022169,2016,Paper and Cardboard (t),"62,081",2.0
2396,22170.0,4022170,2016,Paper and Cardboard (t),"65,451",2.0
2397,22171.0,4022171,2016,Paper and Cardboard (t),"75,550",2.0
2398,22172.0,4022172,2016,Paper and Cardboard (t),"84,369",2.0
2399,22246.0,4022246,2016,Paper and Cardboard (t),"229,266",2.0
2400,22173.0,4022173,2016,Paper and Cardboard (t),"30,782",2.0
2401,,4022176,2016,Paper and Cardboard (t),"89,850",2.0
2402,22177.0,4022177,2016,Paper and Cardboard (t),"65,558",2.0
2403,22179.0,4022179,2016,Paper and Cardboard (t),"122,159",2.0
2404,22180.0,4022180,2016,Paper and Cardboard (t),"100,767",2.0
2405,22181.0,4022181,2016,Paper and Cardboard (t),"46,723",2.0
2406,22182.0,4022182,2016,Paper and Cardboard (t),"102,605",2.0
2407,22183.0,4022183,2016,Paper and Cardboard (t),"316,752",2.0
2408,22184.0,4022184,2016,Paper and Cardboard (t),"58,122",2.0
